"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Juan","Switzerland","","10","Exceptional","17 March 2014","Everything We will be back.","","","Everything We will be back.","","",
"Uwe","Germany","","6.3","Pleasant","17 March 2014","beautiful facility, program diversity in the tv","integrated into the room bathroom, no shower gel, dust in the toilet behind the tv on the curtains, spray stains on the toilet wall, lack of corridor lighting in the rear areas or motion detector, the approach to late","","schöne einrichtung, programmvielfalt im tv","ins zimmer integriertes bad, kein duschgel, staub in der toilette hinter dem fernseher auf den vorhängen , spritzflecken an der toilettenwand, fehlende flurbeleuchtung in den hinteren bereichen bzw bewegungsmelder, die zu spät angehen","",
"Claudia","Germany","","10","Exceptional","17 March 2014","great rooms, super nice staff, delicious breakfast .. am professionally and provat constantly in hotels and was really excited by the Leonardo Hotel","","","tolle Zimmer, supernettes Personal, leckeres Frühstück.. bin beruflich und provat ständig in Hotels und war vom Leonardo-Hotel echt begeistert","","",
"Serge","Germany","","9.6","Exceptional","17 March 2014","very friendly and competent staff.
excellent buffet breakfast","absolutely nothing.","","sehr freundliches und kompetentes Personal.
ausgezeichnetes Frühstücksbuffet","absolut nichts.","",
"Claudia","Netherlands","","7.5","Good","16 March 2014","price / quality","The distance to the center","","prijs/kwaliteitverhouding","De afstand naar het centrum","",
"Angelika","Poland","","9.6","Exceptional","16 March 2014","","Paying Wi-Fi","","","płatne Wi-Fi","",
"Laura","France","","8.8","Fabulous","16 March 2014","+ The size of the room
+ Geography
+ The atmosphere of the neighborhood
+ Breakfast","individual for a double bed mattress
- Heating too high and impossible to adjust","","+ la grandeur de la chambre
+ la situation géographique
+ l'ambiance du quartier
+ le petit-déjeuner"," les matelas individuels pour un lit double
- le chauffage trop élevé et impossible à régler","",
"Ligita","Lithuania","Group of friends","10","Exceptional","16 March 2014","The staff describe as a service, polite, speaks German and English. Rooms managed on a daily basis, remove debris.","","","Personalą apibūdinčiau, kaip labai paslaugų, mandagų, kalba vokiečių arba anglų kalba. Kambarius tvarko kasdien, išneša šiukšles.","","",
"Valeria","Italy","Couple","7.9","Good","16 March 2014","nice and friendly staff, nice room","WI_FI connection for a fee in 2014 ... shocking !!!","","staff gentile e cordiale, bella la camera","connessione wi_fi a pagamento nel 2014...allucinante!!!","",
"Bernd","Germany","Couple","7.5","Good","16 March 2014","","We did not like that a young man wearing only pants and undershirt appeared for breakfast and was not asked not to enter the room so.","","","Uns mißfiel, dass ein junger Mann nur mit Hose und  Unterhemd bekleidet zum Frühstück erschien und nicht aufgefordert worden ist, den Raum so nicht zu betreten.","",
"Dieter","Germany","Couple","7.5","Good","16 March 2014","good transport links to downtown","too little parking
Parking costs too high","","gute Nahverkehrsanbindung zur Innenstadt","zu wenig Parkplätze
Parkplatzkosten zu hoch","",
"Nel","Netherlands","Group of friends","9.2","Superb","14 March 2014","The location, the general impression, quick help, and not to mention the breakfast fantastisch.Personeel quite adequate.","Pretty much dust flakes on the television and the electricity wires.
No chair.","","De Locatie,de algemene indruk, snelle hulp en niet te vergeten het ontbijt fantastisch.Personeel heel adequaat.","Behoorlijk veel stof vlokken op de televisie en de elektra draden.
Geen stoel.","",
"Karl","Germany","Couple","9.2","Superb","13 March 2014","Cleanliness, extensive
Breakfast, the small bar in the
Entrance and the
perfect location with the very
BVG good connection to
US Embassy","The first bottle of water on
the room should be free
be","","Sauberkeit, umfangreiches
Frühstück, die kleine Bar im
Eingangsbereich und die
perfekte Lage mit der sehr
guten BVG Anbindung zur
US Botschaft","Die erste Flasche Wasser auf
dem Zimmer sollte kostenlos
sein","",
"Klaus","Germany","Couple","7.5","Good","13 March 2014","Friendly staff, extensive breakfast buffet.","Doors close too loud.","","Freundliches Personal, Reichhaltiges Frühstücksbuffet.","Türen schließen zu laut.","",
"Christian","Netherlands","Group of friends","7.1","Good","12 March 2014","location hotel
spacious room
Breakfast","no wifi
unfriendly receptionist","","locatie hotel
ruime kamer
ontbijt","geen wifi
onvriendelijke receptioniste","",
"Juana","Germany","Group of friends","10","Exceptional","12 March 2014","A top breakfast with a great choice!","","","Ein top Frühstück mit toller Auswahl!","","",
"Herbert","Austria","Solo traveller","9.6","Exceptional","11 March 2014","The location near the ITC Fair or to the airport Tegel.
The U-Bahn station Bismarckgassse (U2 + U7) just a few meters away!","The breakfast / buffet (€ 15, - or on reservation € 12, -) is clearly too expensive!","","Die Lage nahe zur ITC-Messe bzw. zum Airport Tegel.
Die U-Bahn Station Bismarckgassse (U2+U7) nur wenige Meter entfernt !","Das Frühstück / Buffet  (€ 15,- bzw. bei Vorbestellung  € 12,-) ist eindeutig zu teuer !","",
"Ivone","Germany","Solo traveller","7.1","Good","11 March 2014","","You have to pay 5,90EUR per day and Internet (Wifi) to benefit","","","Man muss  5,90Eur pro Tag bezahlen und Internet (Wlan) zu  Nutzen","",
"Kai","China","Couple","7.5","Good","11 March 2014","2 times a week stay, the two airport / exhibition center and crotch Street are convenient, clean room, for the first time stay no free Internet access, the second stay can apply for membership, you can have free broadband up. Had a street Opposite is a pedestrian shopping street, to buy things not necessarily have to run so far crotch street.","The rooms are small, relatively monotonous breakfast, ate five days basically no change.","","一周之内2次入住,到2个机场/展览中心和裤裆大街都方便,房间干净,第一次入住没有免费上网,第二次入住就可以申请会员,可以有免费的宽带了.过了大街对面就是一条步行购物街,买东西也不一定要跑裤裆大街那么远的.","房间较小,早餐比较单调,吃了5天基本没什么变化.","",
"Susanne","Germany","Couple","9.6","Exceptional","10 March 2014","Rich breakfast buffet, ideal start for the Sight Seen-Tour. Great access to public transport. Undisturbed night's sleep.","","","Reichhaltiges Frühstücksbuffet, idealer Start für die Sightseen-Tour. Super Anbindung an ÖPNV. Ungestörte Nachtruhe.","","",
"Michael","Germany","Couple","9.6","Exceptional","9 March 2014","Meanwhile, we were the 3rd time in the Leonardo Hotel in Berlin, and the fourth time is already booked. We love the ambiance, the friendliness and service and keep coming back here much. Whether for a city stroll or a special weekend events etc. The Leonardo is a wonderful starting point and the value for money is really good.","","","Inzwischen waren wir zum 3. Mal im Leonardo-Hotel in Berlin und das 4. Mal ist bereits gebucht. Wir lieben das Ambiente, die Freundlichkeit und den Service und kommen immer wieder gern her. Egal ob zum Stadtbummel oder zu einem besonderen Wochenende mit Events etc. ist das Leonardo ein wunderbarer Ausgangspunkt und das Preis-Leistungsverhältnis ist richtig gut.","","",
"Paul","Germany","Family","7.9","Good","7 March 2014","Cleanliness, good position,
Buffet breakfast,","no complaints","","Sauberkeit, gute Lage,
Frühstücksbufett,","keine Beanstandungen","",
"Bernd","Germany","Couple","8.8","Fabulous","7 March 2014","We had noted in the documents from last year that I need a wedge pillow. I had forgotten to mention it again but it was there.
Internet access in the lobby. Free check-out for the return flight of the Reception.","Paid Internet access in rooms.","","Man hatte in den Unterlagen vom vorigen Jahr noch vermerkt, dass ich ein Keilkissen brauche. Ich hatte vergessen es erneut zu erwähnen aber es war da.
Internetzugang in der Vorhalle. Kostenloses Einchecken für den Rückflug von der Reception aus.","Kostenpflichtiger Internetzugang auf dem Zimmer.","",
"Wolfgang","Germany","Couple","9.2","Superb","7 March 2014","There was nothing to complain about. For a hotel in the center of Berlin, it was very quiet. Aroused we were not about traffic noise, but by birdsong; Super.","The breakfast is really good, but the selection could be better.
But this is not a criticism but an improvement notice.","","Es gab nichts zu beanstanden. Für ein Hotel in der Berliner Innenstadt war es sehr ruhig. Geweckt wurden wir nicht etwa durch Verkehrslärm, sondern durch Vogelgezwitscher; super.","Das Frühstück ist wirklich gut , aber die Auswahl könnte etwas besser sein.
Dieses ist aber keine Kritik, sondern ein Verbesserungshinweis.","",
"Philipp","Austria","Couple","9.6","Exceptional","7 March 2014","Room was big enough!
Good location!
Quiet!","Minibar was missing!","","Zimmer war ausreichend groß!
Gute Lage!
Ruhig!","Minibar hat gefehlt!","",
"Andriy","Ukraine","Group of friends","7.9","Good","7 March 2014","Beautiful, clean close to the metro (if you care)","Paid Wi-Fi - this is nonsense!","","Красиво, чисто близко к метро (если это вам важно)","Платный Wi-Fi - это бред!","",
"Gautier","Netherlands","Couple","6.3","Pleasant","6 March 2014","Location relative to the metro.
- Comfortable room.
- Information in the room.","Wifi paid (6, - per hour) in a hotel really can not.
- We had some chips dropped on the ground, most simply self tidy and small crumbs leave, they were blocked by the housekeeping under the sofa, after my opinion just as much trouble than cleanup. Bit mediocre.",""," Ligging ten opzichte van de metro. 
- Comfortabele kamer.
- Informatiemap in de kamer."," Betaalde wifi (6,- per uur) in een hotel kan echt niet meer.
- We hadden wat chips laten vallen op de grond, het grootste gedeelte gewoon zelf opgeruimd en kleine kruimels laten liggen, deze werden door de housekeeping verstopt onder de sofa, na mijn mening even veel moeite dan opruimen. Beetje matig.","",
"Mariachiara","Italy","Group of friends","7.1","Good","6 March 2014","All location, cleanliness, breakfast.","Room very small, there was no chair to sit on or to simply rest the bag.","","Tutto posizione , pulizia , colazione.","Stanza piccolissima , mancava una sedia per sedersi o per poggiare semplicemente la borsa.","",
"Lili","China","Group of friends","7.9","Good","6 March 2014","Good morning, good service, check-in and check-out fast","Room small space between the bed is too narrow a standard","","早晨很好，服务很好，办理入住和退房速度很快","房间空间小，标准间床太窄","",
"Natalia","Uruguay","Couple","9.6","Exceptional","5 March 2014","Excellent attention to an official from the night shift, do not remember the name, I think it's called Helena, had long dark brown hair.","","","Excelente la atención de una funcionaria del turno nocturno, no recordamos el nombre, creo que se llama Helena, tenía el pelo largo de color castaño oscuro.","","",
"Thorsten","Germany","Couple","9.6","Exceptional","5 March 2014","The staff was very nice and helpful.
The breakfast was great.","You could spice up the whole thing in the carpet in the rooms is replaced with laminate.","","Das personal war sehr nett und hilfsbereit.
Das Frühstück war super.","Man könnte das Ganze noch aufpeppen in dem der Teppich in den Zimmern gegen Laminat ausgetauscht wird.","",
"Ute","Germany","Couple","5.8","Okay","4 March 2014","Das  Fruhstuck war super","Room was offered as a Non smoking, but smelled full of stale smoke smell. Carpet even had a burn mark and in the shower was a brown spot det is due to the fact that there was expressed a cigarette. The mattress from sliding off the bed and the room doors of all rooms slammed so hard, that you will not come to rest.","","Das  Fruhstuck war super","Zimmer wurde als Nichtraucher angeboten,  hat aber voll nach altem Rauch gerochen. Teppich hatte sogar einen Brandfleck und in der Dusche war ein brauner Fleck det darauf zurückzuführen ist das dort eine Zigarette ausgedrückt wurde.  Die Matratzen rutschen vom Bett und die Zimmertüren sämtlicher Zimmer knallten so heftig zu das man nicht zur Ruhe kam.","",
"Jasmin","Germany","Group of friends","8.3","Very good","4 March 2014","Smell in the room despite smoking super fresh!
Infrared lamp in the bathroom.
Nice staff at the reception.","Incredibly rude staff member at the bar.
Hotel parking always full despite payment, barrier opened manually.
Room Service came despite a red shield into the room!","","Geruch im Zimmer trotz Raucherzimmer Super frisch!
Infrarot-Lampe im Bad.
Nette Mitarbeiter an der Rezeption.","Unglaublich unfreundliche Mitarbeiterin an der Bar. 
Hotelparkplatz immer voll trotz Bezahlung, Schranke öffnete nur manuell. 
Zimmerservice kam trotz rotem Schild ins Zimmer!","",
"Lili","China","Group of friends","7.1","Good","4 March 2014","Breakfast is very good, the service is very good, but also very clean.","Standard room bed is too narrow, the room space is a bit small","","早餐很好，服务很好，也挺干净。","标准间床太窄，房间空间有点小","",
"Florence","France","Couple","7.9","Good","3 March 2014","good quality of service, time scale of breakfast and its contents, cleanliness assured throughout","no staff speaks French, obligation to master English or German, which was not our case. windows are blocked, you can not open more, ns assume that this is related to security. The carpet deserves a thorough cleaning","","bonne qualité de service, l'ampleur horaire du petit déjeuner et son contenu, propreté assurée dans l'ensemble","aucun membre du personnel ne parle français, obligation de maîtriser l'anglais ou l'allemand, ce qui n'était pas notre cas. les fenêtres sont bloquées, impossible d'ouvrir davantage, ns supposons que cela est lié à la sécurité. La moquette mériterait un nettoyage de fond","",
"Cornelia","Germany","Couple","8.3","Very good","3 March 2014","Clean, modern hotel, nice service, good breakfast, subway station a few steps, good transport links, good value for money","The bathroom is on the mirror too dark and there's nowhere to store anything. Most critically, I see the clientele. In addition to many tourists visiting the city, the hotel is used by very young people. In the hallway, it was very noisy at night and in the morning the waste (bottles and paper bags) was in the hallway.","","Sauberes, modernes Hotel, nette Bedienung, gutes Frühstück, U-Bahnstation wenige Schritte entfernt, gute Verkehrsanbindung, gutes Preis-Leistungsverhältnis","Im Bad ist es über dem Spiegel zu dunkel und man kann nirgendwo etwas ablegen. Am kritischsten sehe ich die Klientel. Neben vielen Städtetouristen wird das Hotel von sehr jungen Leuten genutzt. Auf dem Flur war es nachts sehr laut und morgens lag der Abfall (Flaschen und Papiertüten) im Flur.","",
"Walter","Germany","Couple","9.6","Exceptional","3 March 2014","Hotel on the new standard, very clean. Friendly and helpful staff.","","","Hotel auf neuem Standard, sehr sauber. Freundliches und hilfsbereites Personal.","","",
"Guilleus","France","Family","10","Exceptional","2 March 2014","Quiet, clean. Attentive and helpful, without obsequiousness. Brekkie good and plentiful, well-equipped, good health. Near subway and buses, bikes for rent at the hotel itself. A really good performance at this price.","","","Calme, propreté. Personnel attentif et serviable, sans obséquiosité. Petit déj' bon et copieux, chambres bien équipées, bons sanitaires. Proche métro et bus, vélos à louer à l'hôtel-même. Une vraiment bonne prestation à ce tarif.","","",
"Andreas","Germany","Couple","5","Passable","1 March 2014","","Parking very small and cramped.","","","Parkplatz sehr klein und eng.","",
"Mathias","Germany","Couple","10","Exceptional","1 March 2014","all good","nothing","","alles gut","nichts","",
"Raffaele","Italy","Couple","8.3","Very good","27 February 2014","Hotel very comfortable and convenient for its proximity to transportation. Great value for money, by recommending","","","Hotel molto confortevole e comodo per la vicinanza ai mezzi di trasporto. Ottimo rapporto qualità prezzo, da consigliare","","",
"Marc","France","Couple","7.9","Good","26 February 2014","The calm in the center of Berlin!
Breakfast plentiful.
Politeness and smiles from all the staff.
House in good order.","One thing; the price of the bottle of cold sparkling water purchased from the bar at 6 euros!","","Le calme dans le centre de Berlin!
Les petits déjeuners très  copieux .
La politesse et le sourire de tout le personnel .
Chambre bien agencée.","Une seule chose ; le prix de la bouteille d'eau gazeuse froide achetée au bar à 6 euros!","",
"Volker","Germany","Couple","9.2","Superb","26 February 2014","Central location to subway and shops","","","Zentrale Lage zur U-Bahn und zu Geschäften","","",
"Cord","Germany","Group of friends","7.9","Good","25 February 2014","","The Barkeeperin","","","Die Barkeeperin","",
"Adrianus","Netherlands","Couple","8.8","Fabulous","25 February 2014","Reception and check in bright, clear and efficient.
+ Room facilities very well. Staff very friendly and personable. Breakfast in a word fantastic. Repeating.","I really do not know.","","Ontvangst en inchecken helder, duidelijk en efficiënt.
Kamer + faciliteiten heel goed. Personeel zeer vriendelijk en voorkomend. Ontbijt in een woord fantastisch. Voor herhaling vatbaar.","Ik zou het echt niet weten.","",
"Bernd","Germany","Couple","8.3","Very good","25 February 2014","relatively good location and great breakfast.","","","relativ gute Lage und ein super Frühstück.","","",
"Kirill","Germany","Solo traveller","8.8","Fabulous","25 February 2014","+ Very attentive staff
+ Clean rooms
+ Free Safe","Kein free WLAN","","+ Sehr aufmerksames Personal
+ Saubere Zimmer
+ Gratis Safe"," Kein gratis WLAN","",
"Barbara","Germany","Couple","8.3","Very good","24 February 2014","Good location for metro and S-Bahn
Quiet rooms facing the courtyard
Good shops and restaurants u. Pubs in close","","","Gute Lage zur U- und S-Bahn
Ruhiges Zimmer zum Innenhof
Gute Geschäfte und Restaurants u. Kneipen in Nähe","","",
"Luigi","Italy","Group of friends","10","Exceptional","22 February 2014","Hotel quiet, clean, very warm and welcoming. Very friendly staff. Exceptional location","","","Hotel silenzioso, pulito, caldissimo ed accogliente. Staff gentilissimo. Posizione eccezionale","","",
"Annarita","Italy","Couple","7.5","Good","21 February 2014","","there is no fridge in the room","","","l'assenza di frigobar in camera","",
"Philippe","France","Couple","9.2","Superb","21 February 2014","All welcome, having the room available when we arrived at 10am, cleanliness, layout of the room (separate WC), the quality and choice of breakfast buffet, calm , proximity to the subway station and the city center","","","Tout : l'accueil, le fait d'avoir la chambre à disposition dès notre arrivée à 10h du matin, la propreté, l'aménagement de la chambre (WC séparés), la qualité et le choix du petit-déjeuner buffet, le calme, la proximité de la station de métro et du centre ville","","",
"Regina","Switzerland","Couple","9.6","Exceptional","21 February 2014","I like to get up at nächtsen visit Berlin again!","","","Ich komme beim nächtsen Berlinbesuch gern wieder!","","",
"Lunia","Italy","Couple","7.1","Good","21 February 2014","proximity to metrolitana, and the neighborhood in which it resides. very close to the castle of charlotte. residential area and delicious.
are the luggage room for free!","there is no restaurant service and the windows do not open, if not the top. then there is little room air circulation!","","la vicinanza alla metrolitana, e il quartiere in cui si trova. vicinissimo al castello di charlotte. zona residenziale e deliziosa.
fanno da deposito bagagli gratuitamente!","non c'è servizio ristorante e le finestre non si aprono, se non la parte superiore. quindi in camera c'è poco ricircolo d'aria!","",
"Götz","Germany","Solo traveller","6.7","Pleasant","20 February 2014","Location
Price","chargeable Wi-Fi = no go
No mini bar in the room ...
No shelves or shelves in the bathroom ...","","Lage
Preis","kostenpflichtiges WLAN = no go
Keine Mini-Bar im Zimmer...
Keinerlei Ablageflächen oder Regale im Bad...","",
"Bernhard","Austria","Group of friends","9.2","Superb","20 February 2014","","Internet for 24 hours costs 11.90, -. !! This is just too much, today is included in hotels Fi. The tariff is totally overpriced.","","","Internet für 24 Std. kostet 11,90,-!! Das ist einfach zu viel, heutzutage ist in Hotels WLAN inbegriffen. Der Tarif ist total überteuert.","",
"Livio","Italy","Solo traveller","10","Exceptional","19 February 2014","room
staff
cleaning
breakfast","","","stanza 
personale
pulizia
colazione","","",
"Marion","Germany","Group of friends","10","Exceptional","19 February 2014","although in the middle of the big city
is, it was very quiet","","","obwohl es mitten in der Großstadt
liegt, war es sehr ruhig","","",
"Alexandr","Kazakhstan","Solo traveller","7.1","Good","19 February 2014","Clean, comfortable, good location","Expensive parking, very expensive internet access","","Чисто , уютно , неплохое место расположения","Дорогая  парковка , очень дорогой  доступ в internet","",
"Martin","Germany","Family","8.8","Fabulous","19 February 2014","The whole package has gestimmt.Personal very nice and the breakfast super","for Wlan too much money is required","","Das gesammte Paket hat gestimmt.Personal sehr nett und das Frühstück super","für Wlan wird zuviel Geld verlangt","",
"Alexandra","Austria","Couple","10","Exceptional","18 February 2014","Right on the subway and on the bus to Tegel Airport, walking distance from Kurfürstendamm (30 min.), Many food-Local who also open at night, cleaning awesome and very clean","Only Free Internet access in the lobby","","Direkt an der UBahn und am Bus zum Flughafen Tegel, Gehweite vom Ku'damm (ca. 30 Min.), viele Essens-Lokale die auch in der Nacht offen haben, Reinigung genial und sehr sauber","Nur Gratis-Internetzugang in der Lobby","",
"Julia","Germany","Couple","10","Exceptional","18 February 2014","The location of the hotel is great. With the U2 (right next to the hotel) you really achieved everything in Berlin immediately. Perfect!","The breakfast price was too expensive for us, across the street is a bakery where you pay for two 6 euros.","","Die Lage des Hotels ist super. Mit der U2 (direkt neben Hotel) erreicht man wirklich alles in Berlin sofort. Perfekt !","Der Frühstückspreis war uns zu teuer, gegenüber ist ein Bäcker, wo man zu zweit 6 euro bezahlt.","",
"Kerstin","Germany","Couple","7.5","Good","18 February 2014","breakfast was very good.","Parking is only indirectly to erreichen.mit lugage schlecht.Damen.am.empfang could be friendlier.","","frühstück war sehr gut.","Parkplatz ist nur auf Umwegen zu erreichen.mit gepack schlecht.Damen.am.empfang konnten freundlicher sein.","",
"Iwona","Poland","Group of friends","7.5","Good","18 February 2014","great breakfast","Small room, the problem of leaving","","super śniadania","Mały pokoj, problem z zaparkowaniem","",
"Jörg","Germany","Group of friends","10","Exceptional","18 February 2014","24 Reception","","","24 Rezeption","","",
"Filip","Belgium","Couple","9.2","Superb","18 February 2014","high price quality","","","high price quality","","",
"Friedrich","Austria","Couple","9.2","Superb","18 February 2014","Rooms and quality of beds","Price for breakfast","","Zimmer und Qualität der Betten","Preis für Frühstück","",
"Carlo","Italy","Couple","9.2","Superb","17 February 2014","Breakfast good and plentiful, large, clean rooms, close to the metro and so very convenient.","the wi-fi is free of charge: unthinkable nowadays !!!","","colazione ottima e abbondante, camere ampie e pulite, vicinissimo alla metro e quindi molto comodo.","il wi-fi è a pagamento:impensabile al giorno d'oggi!!!","",
"Thomas","Germany","Solo traveller","7.1","Good","17 February 2014","Breakfast was extensive and very good","Hotel parking expensive and only accessible indirectly, access via the ramp unreasonable","","Frühstück war umfangreich und sehr gut","Hotelparkplatz teuer und nur indirekt erreichbar,Zufahrt über die Rampe eine Zumutung","",
"Silvia","Germany","Couple","8.8","Fabulous","16 February 2014","Good austatung, breakfast was wonderful, great selection option","","","Gute austatung, Frühstück  war wunderbar, große auswahl möglichkeit","","",
"Enrique","United Kingdom","Couple","10","Exceptional","15 February 2014","Overall everything very well, with a very good location.","WIFI service that should be included in the room rate.","","En general todo muy bien, con una muy buena ubicación.","Que el servicio de WIFI deberia estar incluido en la tarifa de la habitación.","",
"Annemie","Germany","Solo traveller","7.5","Good","15 February 2014","","An unpleasant dry air in the room, so that the nasal membranes to swell. My colleague went in the hotel as well.","","","Eine unangenehme trockene  Luft im Zimmer, so dass die Nasenschleimhäute anschwellen. Meiner Kollegin ging es im Hotel genauso.","",
"Birgit","Germany","Group of friends","7.5","Good","13 February 2014","The breakfast buffet","","","Das Frühstücksbuffett","","",
"Barbara","Germany","Solo traveller","8.3","Very good","12 February 2014","Metro just outside the hotel towards the city center (without change), breakfast was great, the hotel is highly recommended. Two opera houses (German Opera House and the Schiller Theater) on foot easily accessible.","Is there nothing at all, complete satisfaction with this hotel.","","U-Bahn direkt vor dem Hotel Richtung Innenstadt (ohne Umsteigen), Frühstück super, Hotel sehr empfehlenswert. Zwei Opernhäuser (Deutsche Oper und Schillertheater) zu Fuß gut erreichbar.","Gibt es gar nichts, volle Zufriedenheit mit diesem Hotel.","",
"Lena","Germany","Couple","8.8","Fabulous","11 February 2014","Very polite staff, nice hotel, clean and well maintained. Great location.","In the shower, the hose of the shower head was not properly secured, so that the shower head has rotated once the water was turned on.","","Sehr höfliches Personal, schönes hotel, sauber und gepflegt. Tolle lage.","In der dusche war der schlauch des Duschkopfes nicht richtig befestigt, sodass sich der Duschkopf gedreht hat, sobald das Wasser angestellt wurde.","",
"Helga","Germany","Couple","7.9","Good","11 February 2014","Everything else is ok. On my next trip
I would like to have again a back room in the upper floors.","Our room was on the Wil-mersdorfer Str. 1st floor. It was too bright and absolutely because of the road situation too loud. You could hear almost every word of passersby.","","Alles andere ist ok. Bei meinem nächsten Aufenthalt 
hätte ich gerne wieder ein Zimmer nach hinten raus, in den oberen Stockwerken.","Unser Zimmer lag zur Wil-mersdorfer Str. im 1. Stock. Es war zu hell und aufgrund der Straßenlage absolut zu laut. Man konnte fast jedes Wort der Passanten hören.","",
"Diego","Italy","Solo traveller","7.5","Good","11 February 2014","Very nice staff, clean room and good location.","Rooms corridor wasn't well illuminated.","","Very nice staff, clean room and good location.","Rooms corridor wasn't well illuminated.","",
"Jeroen","Belgium","Solo traveller","7.1","Good","9 February 2014","Friendly staff.","Paying room internet","","Vriendelijk personeel.","Betalend internet op de kamer","",
"Francesco","Italy","Solo traveller","6.7","Pleasant","9 February 2014","In principle, a buna location, shame about some little flaw ...","Had smoked in the room and you could smell even after two days I was there and I did get some air to the room.
Internet access is not included it is still very expensive compared to the norm.","","In linea di massima una buna location, peccato per qualche piccola magagna...","Avevano fumato in stanza e si sentiva l'odore anche dopo due giorni che ero li ed avevo fatto prendere aria alla stanza.
La connessione internet non inclusa è comunque molto cara rispetto alla norma.","",
"Zhanna","Russia","Family","7.9","Good","9 February 2014","Location is perfect. Metro within walking distance, direct line to Alexanderplatz, another direct line - to Spandau. Very comfortable ride and Potsdam.Located on Vilsmesdorfshtrasse on which a lot of places where you can eat (eg, opposite the hotel famous in Berlin store cooking Rogacki, where you can dine very well - hot soups, sausages, burgers, fish, side dishes, the portions are large, plus various salads Pts good pastries). The hotel is located a 3-5 minute walk from the metro Bismarckstraße.If you walk towards the subway Vilmesdorfshtrasse Vilmesdorfshtrasse the street, and there you can find a lot of big stores such as Vilmesdorfskie Arcade, Karstadt, Mahh and lots of small, plus all sorts of cafes, pastry shops. This so-called Vilmesdorfskaya shopping mile.Good place to walk - at the station Richard Wagner Strasse, is a station above Bismarshtrasse blue-line. There is Charlottenburg Palace, the square of which is carried out in the winter Christmas markets. Well, Spandau - the old town and the citadel, also blue line, of course, a good place for a stroll.As for the numbers, I want to note that it was warm, there were tea and coffee. Near the reception there is a desktop computer, you can use a short time, however, there's often a queue. In the evening quiet.Once decided to continue the banquet expensive female compatriots, but the staff quickly to straighten them, for that special thanks) Decent price when booking in advance.","Stayed in the hotel for the second time. For the first time unpleasantly amazed light walls with some black scratches and gray spots. But if in the previous issue it was in the hallway and it was clear that it looks like the marks of dirty baggage (???), the second time on the dirty walls were already all over the room.It seems to me that if you invite guests, the walls should be clean, and it was very unpleasant. Redecorating clearly needed. Second - no covers or at least polupokryvala on the beds. Given that in a double room, only one (!) Chair, we have to sit and lie on the bed linen.As a result, dirty linen, and a lot of dust. Furniture nonfunctional. Some incredible bedside tables without a single box. Table also without a single drawer. As I wrote, only one chair.Although space in the corridor enough, maybe the hotel is worth to put an inexpensive ottoman with storage compartment, so that it could sit down and put on the boots, and not to divide a single chair ?? And the second chair in the room as something quite out of place would be. In the bath there was no shower gel. But the bathroom was clean. This room has no fridge, if that.","","Месторасположение прекрасное. Метро в шаговой доступности, прямая ветка до Александерплатц, другая прямая ветка -- до Шпандау. Очень удобно ехать и до Потсдама. Отель расположен на Вильсмесдорфштрассе, на которой множество мест, где можно поесть (н-р, напротив отеля известный в Берлине магазин кулинарии Rogacki, где можно очень неплохо пообедать -- горячие супы, колбаски, котлеты, рыба,гарниры, порции большие плюс разные салаты и оч хорошая выпечка). Отель расположен в 3-5 минутах ходьбы от метро Бисмаркштрассе. Если идти по направлению к метро Вильмесдорфштрассе по улице Вильмесдорфштрассе, то там можно найти множество крупных магазинов , таких как Вильмесдорфские Аркады, Карштадт, Махх и множество небольших плюс всякие кафе, булочные-кондитерские. Это так называемая Вильмесдорфская торговая миля. Хорошее место для прогулок -- на станции Рихард Вагнер штрассе, это станция выше Бисмарштрассе на синей ветке. Там расположен замок Шарлоттенбург, на площади которого зимой проводят рождественские ярмарки. Ну и Шпандау -- старый город и цитадель, тоже синяя ветка, конечная, хорошее место для прогулок. 
Что касается самого номера, то хочется отметить, что он был теплый, были принадлежности для чая-кофе. Возле рецепции есть стационарный компьютер, ненадолго можно воспользоваться, правда, там часто очередь. По вечерам тихо. Один раз решили продолжить банкет дорогие женщины-соотечественницы, но персонал их быстро приструнил, за что отдельное спасибо) Неплохая цена при бронировании заранее.","Останавливались в отеле во второй раз. В первый раз неприятно поразили светлые стены с какими-то черными царапинами и серыми пятнами. Но если в предыдущем номере это было в коридорчике и было ясно, что это похоже следы от грязного багажа(???), то в о второй раз грязные стены были уже во всем номере. Мне кажется, что если приглашаешь гостей, то стены должны быть чистые, а то было очень неприятно. Косметический ремонт однозначно необходим. Второе -- отсутствие покрывала или хотя бы полупокрывала на кроватях. Учитывая, что в номере на двоих только один(!) стул, то приходится сидеть и лежать на постельном белье. В результате и белье грязное, и пыли много. Мебель нефункциональна. Какие-то невероятные тумбочки без единого ящика. Стол тоже без единого выдвижного ящика. Как я писала, всего один стул. Хотя места в коридорчике хватает, может, отелю стОит поставить недорогой пуф с ящиком, чтобы на него можно было сесть и одеть сапоги, а не делить один-единственный стул?? Да и стул второй в номере как-то совсем нелишним был бы. В ванне отсутствовал гель для душа. Но сам санузел был чистый. В номере нет холодильника, если что.","",
