"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Christos","Greece","Couple","7.9","Good","22 March 2014","1 near metro station and bus stop.","","","1. κοντά σε στάση μετρό και λεωφορείου.","","",
"Geneviève","Belgium","Couple","9.6","Exceptional","20 March 2014","Good location and well equipped and soundproofed rooms. Smiling and discreet staff. Area on the convenient on-line U1.","Too expensive price bar-restaurant of the hotel.","","Bonne situation et chambres bien équipées et insonorisées. Personnel souriant et discret. Quartier sur la ligne de métro U1 très pratique.","Prix trop chers au bar-resto de l'hôtel.","",
"Gabriele","Germany","Couple","5.8","Okay","18 March 2014","The location for Uhland Street and Kurfürstendamm is great. The staff is also always everything possible .....","Hm ........ so 4 stars ?? I would dub it before with 3 stars. In our room (317) smelled morning from 6 clock according to Bacon. I know the hotel now at least 12 years. In addition to the input area or bar area has not changed anything there. Since action is needed or you will obsolete ........","Thank you for your loyalty to our hotel and your honest words. We would be happy to share it with our team and get us further improve and optimize. We look forward to welcoming you again.","Die Lage zur Uhlandstraße und KuDamm ist super. Das Personal gibt auch immer das Möglichste.....","Hm........ also 4 Sterne?? Ich würde es ehe mit 3 Sternen betiteln. In unserem Zimmer (317) roch es morgens ab 6 Uhr nach Bacon. Ich kenn das Hotel jetzt schon mindestens 12 Jahre. Außer dem Eingangsbereich bzw. Barbereich hat sich dort nichts verändert. Da besteht Handlungsbedarf sonst werdet ihr überholt........","Vielen Dank für Ihre Treue zu unserem Haus und Ihre ehrlichen Worte. Gerne werden wir sie mit unserem Team teilen und nutzen, uns weiter zu verbessern und zu optimieren. Wir freuen uns darauf, Sie erneut begrüßen zu dürfen.",
"Janina","Germany","Group of friends","8.3","Very good","26 February 2014","The staff was very friendly, helpful and professional.
The special setup is something else ... great!","The nearest underground station is too far away ... but that's probably more my personal attitude.","","Das Personal war sehr freundlich, hilfsbereit und professionell.
Die besondere Einrichtung ist mal was Anderes...toll!","Die nächste U-Bahn ist zu weit weg...aber das ist wohl auch eher meine persönliche Einstellung.","",
"Peter","Germany","Group of friends","7.9","Good","25 February 2014","Location, cleanliness, facility","","","Lage, Sauberkeit, Einrichtung","","",
"Holger","Germany","Solo traveller","8.3","Very good","21 February 2014","very friendly staff
good wireless connection
good location for public transport","Hotel garage is very small
+ More equal public car park next door use.","","sehr freundliches Personal
gute WLAN- Verbindung
gute Lage zum ÖPNV"," Hotelgarage sehr klein
+ besser gleich öffentliches Parkhaus nebenan benutzen.","",
"Dirk","Germany","Couple","8.3","Very good","21 February 2014","+ Very comfortable beds
+ Flat Screen TV
+ Spacious bathroom and shower - suitable for tall people
+ Disabled facilities of the entire house
+ Friendly staff
+ Minibar
+ Electric kettle with coffee / tea / chocolate for nothing
+ Room service very flexible,
even after we are gone only 13 clock out of the room we found the evening made it fresh
+ Complimentary bathrobes and slippers for the spa
+ Generous shower area and private showers in the sauna","Temperature fluctuations in the shower, my girlfriend and I both have almost burned us once, but goes, if you are not too warm showers
- Sauna bit small,
the furnace take up much space,
so it only comes on the back benches by climbing","","+ sehr bequeme Betten
+ Flachbildfernseher
+ geräumiges Bad und Dusche - auch für große Menschen geeignet
+ behindertengerechte Einrichtung des gesamten Hauses
+ freundliches Personal
+ Minibar
+ Wasserkocher mit Kaffee/Tee/Schokolade umsonst
+ Room-Service sehr flexibel,
auch nachdem wir erst um 13 Uhr aus dem Zimmer gegangen sind haben wir es Abends frisch gemacht vorgefunden
+ kostenlose Bademäntel und Schlappen für den Wellnessbereich
+ großzügiger Duschbereich und private Duschen in der Sauna"," Temperaturschwankungen beim duschen, meine Freundin und ich haben uns beide einmal fast verbrannt, geht jedoch, wenn man nicht zu warm duscht
- Sauna leider etwas klein,
der Ofen nimmt viel Platz weg,
sodass man auf die hinteren Bänke nur kommt indem man klettert","",
"Anna","Austria","Couple","10","Exceptional","20 February 2014","great interior design","","","отличный дизайн интерьера","","",
"Hans","Germany","Couple","7.9","Good","19 February 2014","the reception was quick and kommpetent. all questions were answered immediately satisfying","the breakfast price. for people who are normally eat for breakfast € 15 too much","","der empfang war schnell und kommpetent. alle fragen wurden sofort zufriedenstellend beantwortet","der frühstückspreis. für menschen , die zum frühstück normal essen sind 15€ zu viel","",
"Ludovic","Belgium","Couple","8.3","Very good","18 February 2014","","Sauna was not working:-(","","","Sauna ne fonctionnait pas :-(","",
"Friedrich","Germany","Solo traveller","7.9","Good","14 February 2014","Hat Style","","","Hat Style","","",
"Ilaria","Italy","Couple","5.8","Okay","12 February 2014","The location, a short walk from the main shopping street & quot, & quot Kurfurstendamm ;, the free sauna, the price of the stay.","The really poor wifi in the room has NEVER worked in the lobby was the only place in which he took, but really slow.
The bed was very uncomfortable, soak and every day I wake up with back pain, another strange thing: the covers, in a double bed each had its cover (lower case).
The shutters did not exist and then you were awakened by the early morning light.
Other defects that I can not remember more ..
If you are demanding of people, I would not recommend it!","","La posizione, a pochi passi dalla via principale dello shopping "Kurfurstendamm", la sauna gratuita, il prezzo del soggiorno.","Il wifi veramente scadente, in camera non ha MAI funzionato, nella hall era l'unico posto in cui prendeva, ma veramente lentissimo.
Il letto era molto scomodo, mollo e ogni giorno mi svegliavo con il mal di schiena, altra cosa strana: le coperte, in un letto matrimoniale ognuno aveva la sua copertina (minuscola).
Le serrande non esistevano e quindi venivi svegliato dalla luce la mattina presto.
Anche altri difetti che ora non ricordo più.. 
Se siete delle persone esigenti, io non lo consiglio!","",
"Andreas","Germany","Solo traveller","7.1","Good","10 February 2014","","Somewhat worn.
Stained carpet.","","","Etwas abgewohnt.
Fleckiger Teppichboden.","",
"Andrea","Italy","Couple","6.3","Pleasant","7 February 2014","Friendly staff, free gym and spa facilities.","Cleaning and maintenance of the room poor, little heating working.","","Personale gentile, palestra e area benessere gratis.","Pulizia e manutenzione della camera scarsa, riscaldamento poco funzionante.","",
"Nazmi","Germany","Solo traveller","7.1","Good","6 February 2014","","Breakfast for 15 euros-I found very expensive ...","","","Frühstück für 15.-Euro fand ich sehr Teuer...","",
"chester3333","Poland","Group of friends","8.3","Very good","25 January 2014","Location","","","lokalizacja","","",
"Ascension","Spain","Couple","7.1","Good","21 January 2014","All right, attention, location etc.","walls and frames bath, had red spots do not know if they were blood stains or paint. It gives very bad.
I think a coat of paint would not go amiss.","","Todo bien, la atención, la ubicación etc.","en las paredes y marcos de el baño, habia unas manchas rojas que no se si eran manchas de sangre o pintura. Da muy mal aspecto. 
Creo que una mano de pintura no le iría mal.","",
"Cyril","France","Couple","9.2","Superb","17 January 2014","Very nice staff, fluent in English and accommodating
Beautiful and spacious room
Near the Kurfurstendamm and many restaurants
No noise","Nothing","","Personnel très agréable, parlant couramment l'anglais et arrangeant
Chambre très belle et spacieuse
Proximité de la Kurfurstendamm et de nombreux restaurants
Pas de bruit","Rien","",
"Monica","Italy","Couple","7.9","Good","7 January 2014","centrally located, 500 meters from the metro U1, surrounded by restaurants, cafes and shops. Road still quiet, good sleep quality. Clean","the hotel had already been paid at the time of booking, at check in I was asked by the paper which had been soldered, not having with me (these are pre-paid) wanted a deposit of 50 euro.","","posizione centrale a 500mt dalla metro U1, circondato da ristoranti, caffetterie e negozi. Strada comunque tranquilla, ottima qualità del sonno. Camere pulite","l'albergo era già stato pagato al momento della prenotazione, al check-in mi hanno richiesto lo carta con cui era stato saldato, non avendola con me (trattasi di prepagata) hanno voluto una cauzione di 50 euro.","",
"Alex","France","Couple","9.6","Exceptional","4 January 2014","","ds too hot room","","","trop chaud ds la chambre","",
"Nicolas","France","Family","7.5","Good","4 January 2014","small management problem for an extra bed set solution to quickly and very positive.","","","petit problème de gestion pour un lit supplémentaire, réglé assez vite et solution apportée très positive.","","",
"Martina","Germany","Family","7.1","Good","3 January 2014","The location of the hotel, the friendly staff.","Our room was very small for 2 people, no chairs or other storage space for clothes, except Kleiderschrank.Im bathroom was only 1 towel and 1 Badetuch.Auch the daily newspaper and the water bottle (which were touted on the Internet) were not available.","","Die Lage des Hotels, das freundliche Personal.","Unser Zimmer war für 2 Personen sehr klein, kein Sessel oder andere Ablagemöglichkeit für Garderobe, ausser Kleiderschrank.Im Bad war nur 1 Handtuch und 1 Badetuch.Auch die Tageszeitung und die Wasserflasche ( die im Internet angepriesen wurden) waren nicht vorhanden.","",
"Martine","France","Couple","7.9","Good","30 December 2013","We booked this hotel for its location and we were not disappointed. Hotel and pleasant neighborhood.","We called bathrobes, slippers, soaps, shower gels, mini bar cups were not changed and dirty, no newspapers available in our room. Disappointed by the promised benefits that did not exist.","","Nous avions réservé cet hôtel pour sa situation géographique et nous n'avons pas été déçu. Hôtel et quartier agréables.","Nous avons réclamé les peignoirs, chaussons, savons, gels douche, les tasses du mini bar n'étaient pas changées et sales, pas de quotidiens offerts dans notre chambre. Déçus par les prestations promises qui n'existaient pas.","",
"Mariola","Germany","Couple","10","Exceptional","17 December 2013","Friendly service, great location, pleasant atmosphere for young and old. Thank you.","","","Freundlicher Service, super Lage, angenehme Atmosphäre, für jung und alt. Danke.","","",
"Marianne","Netherlands","Couple","7.9","Good","13 December 2013","Excellent location, 5 min. Walk to the S-orbit.","The double mattress is due for renewal, was on one side sagged. Maintenance of cabinet doors, these hung almost finished.","","Prima locatie, 5 min. lopen naar de S-baan.","De twee persoons matras is aan vernieuwing toe, was aan 1 kant doorgezakt. Onderhoud aan kastdeuren, deze hing er bijna af.","",
"Marina","Germany","Couple","5","Passable","10 December 2013","Staff was very friendly","Dirt on the wall.
dirty grout in the bathroom.
XL-Zimmer_Größe was not as described.
Unplug the power cord over the bed.
Pillow not properly based.
TV hung loose / crooked on the wall.
YHI SPA, we have nihct used because it quot in &; Keller & quot; smelled very pungent after loo.","","Personal war sehr freundlich","Dreck an der Wand.
dreckige Fugen im Bad.
XL-Zimmer_Größe war nicht wie beschrieben. 
Lampe über dem Bett kaputt.
Kissen nicht ordentlich bezogen.
Fernseher hing locker/schief an der Wand.
Welnness-Bereich haben wir nihct genutzt weil es im "Keller" sehr penetrant nach Klo gerochen hat.","",
"Bence","Hungary","Couple","7.5","Good","5 December 2013","","On the day of my arrival 2013.11.28. took off my credit card in about 80 Eu / 23.806Ft-t. / Deposit addresses without prior notice. Later, at the reception what used to complain I was told that on the day of my departure utalják- this day no action meg.Gyors waiting for their Valentine greetings to Bence","","","Érkezésem napján 2013.11.28.-án minden előzetes értesítés nélkül levettek a hitelkártyámról kb.80 Eu-t / 23.806Ft-t./deposit cimen. Késöbb reklamáltam a portán mire azt a választ kaptam,hogy elutazásom napján vissza utalják- ez a mai napig nem történt meg.Gyors intézkedésüket várva üdvözlettel Bálint Bence","",
"Sabino","Italy","Couple","7.9","Good","24 November 2013","Very particular room, in addition to being huge. Convenient location, a five minute walk from the metro station.
Staff friendly","We opted for the breakfast outside the hotel as 15 euro per person was rather excessive","","Molto particolare la camera, oltre ad essere enorme. Comoda la posizione, a cinque minuti a piedi dalla fermata della metro. 
Staff cordiale","Abbiamo optato per la colazione fuori dall'hotel in quanto 15 euro a persona era piuttosto eccessivo","",
"Siegfried","Germany","Family","8.8","Fabulous","22 November 2013","Hello
very close to center
Room super Toll
Hotel in a very clean condition","Unfortunately no free parking","","Hallo
sehr Zentrumsnahe
Zimmer super Toll 
Hotel in einem sehr sauberen zustand","leider keine Kostenlose Parkplätze","",
"Olga","Russia","Couple","4.2","Disappointing","11 November 2013","Only the location and the parking lot next to the hotel","Housekeeping, the rooms are old, breakfast is not very much. First settled in the room for the disabled, and then in a very small, then provided room is big enough. Stolen from about 8000 rubles koshelka What did not expect.","","Только расположение и парковка рядом с отелем","Уборка номера,номера старые,завтрак не  очень. Сначала поселили в номер для инвалидов,затем в очень маленький,после предоставили номер достаточно большой. Украли из кошелка рубли около  8000. Чего вообще не ожидала.","",
"Arne","Germany","Couple","7.5","Good","9 November 2013","courteous staff
- Small, but very successful spa
- Cleanliness
- Spacious room
- Cozy hotel bar","understaffed bar, thereby reducing the waiting time has unnecessarily prolonged",""," zuvorkommendes Personal
- kleiner, aber sehr gelungener Wellnessbereich
- Sauberkeit
- geräumiges Zimmer
- gemütliche Hotelbar"," unterbesetzte Hotelbar, wodurch sich die Wartezeit unnötig verlängert hat","",
"starax86","Italy","Couple","7.9","Good","7 November 2013","Good location, maybe a bit 'far from centroo of Berlin (Mitte and alexander platz), very close to shopping street pricncipale.
Many restaurants nearby.
Possibility to have breakfast in one of the many bakery in the neighborhood without having to pay over 15 euro for breakfast at the hotel.
I appreciate the courtesy of the staff and the services offered, great spa area.","Berlin is very big and reach for the real center will lose about 20-25 min between changes of metro and long walks.
Poor supply of samples of soap and shampoo","","Buona posizione, forse un po' lontana dal centroo di berlino (Mitte e alexander platz), molto vicina alla via pricncipale dei negozi. 
numerosi ristoranti nelle vicinanze. 
Possibilità di fare colazione in una delle tante bakery nei dintorni senza dover pagare ben 15 euro di colazione in hotel. 
Ho apprezzato la cortesia dello staff e i servizi offerti, ottima zona benessere.","Berlino è molto grande e per raggiungere il centro vero e proprio si perdono circa 20-25 min tra cambi di metrò e lunghe passeggiate. 
Scarsa provvista di campioncini di sapone e shampoo","",
"Yana","Argentina","Family","9.2","Superb","4 November 2013","Excellent hotel, very good value for price, the boys and
reception girls very friendly and attentive!","Be very careful with the credit card, I had an extra charge of
80 euro rallied after me.","","Excelente hotel, muy bueno relacion calidad a precio, los chicos y
chicas de recepcion muy amables y atentos!","Tengan mucho cuidado con la tarjeta de credito, tuve un cargo extra de
80 euros que despues me lo repusieron .","",
"Fabio","Italy","Couple","7.1","Good","4 November 2013","Position","Wi-Fi does not work in all rooms.","","Posizione","Wi-Fi non funzionante in tutte le camere.","",
"Jacek","Poland","Couple","7.1","Good","4 November 2013","excellent location","1 / broken wi-fi - the hotel does not take responsibility for it and urged to telephone network operator, Swisscom, which is a supplier hotspot,
2 / no soap in the bathroom, there is one small pack of shower gel in a double room.","","doskonała lokalizacja","1/ niedziałające wi-fi - hotel nie bierze za to odpowiedzialnosci i namawia do kontaktu telefonicznego z operatorem sieci swisscom, ktory jest dostawca hotspot,
2/ brak mydła w łazience, jest jedno małe opakowanie żelu pod prysznic w dwuosobowym pokoju.","",
"Andrey","Russia","Couple","9.2","Superb","29 October 2013","Very interesting design. Very comfortable beds, clean, comfortable, good air conditioning.","Not very transparent system of reserve funds in the account of a credit card (deposit). At night, the restaurant does not work, no room service - just a bar.","","Очень интересный дизайн. Очень удобные кровати, чисто, уютно, хороший кондиционер.","Не очень прозрачная система резервирования средств на счете банковской карты (залог). Ночью не работает ни ресторан, ни room service - только бар.","",
"Hans","Netherlands","Group of friends","5.8","Okay","29 October 2013","spacious room, great location in western Berlin. Availability rental bicycles.","Air conditioning was not very warm in the room, lots of noise, wifi did not work in room.","","ruime kamer, goede ligging in westelijk deel Berlijn. Beschikbaarheid huurfietsen.","Airco werkte niet, erg warm op kamer, veel lawaai, wifi werkte niet op kamer.","",
"Gerd","Austria","Solo traveller","6.3","Pleasant","29 October 2013","The staff was mostly very friendly. Especially the bar staff and the morning shift reception","The parking garage is way too expensive for the little square and the narrow entrance.
The rooms were very worn and scratched the walls. Lamps in the hallway hanging down.","","Das Personal war meist sehr freundlich. Vor allem das Barpersonal und die Frühschicht der Rezeption","Die Parkgarage ist für den wenigen Platz und die enge Einfahrt viel zu teuer.
Die Zimmer waren sehr abgewohnt und die Wände verkratzt. Lampen im Flur hängen herunter.","",
"Otto","Germany","Couple","10","Exceptional","27 October 2013","Chic Design Hotel, Charming small service, small, abe beautiful spa / fitness facilities. Good breakfast and good location to the Kurfürstendamm.","alles o.k.","","Schickes Designhotel, freudlicher Service, kleiner, abe schöner Wellness-/Fitnessbereich. Gutes Frühstück und die gute Lage zum Kudamm.","alles o.k.","",
"Uwe","Germany","Family","5.4","Passable","12 October 2013","The location","A ventilation system was very loud and could be issued either by me from the hotel staff
2 nights without sleep but pays 100 percent","","Die Lage","Eine Lüftungsanlage die sehr laut war und weder von mir noch vom Hotelpersonal ausgestellt werden konnte 
2 Nächte ohne Schlaf aber 100 Prozent bezahlt","",
"Christiane","Switzerland","Couple","9.2","Superb","6 October 2013","Very friendly staff.
Very good location.
Spacious practical rooms with good beds.","The air conditioning was not to regulate.","","Sehr freundliches Personal.
Sehr gute Lage.
Geräumiges praktisches Zimmer mit guten Betten.","Die Klimaanlage war nicht zu regulieren.","",
"Oscar","Colombia","Solo traveller","9.2","Superb","6 October 2013","Everything","Bad Cleaning","","Everything","Bad Cleaning","",
"Rafael","Venezuela","Family","10","Exceptional","4 October 2013","Exvelwnte hotel amablw all staff very, very good recommended ubicacion.muy","","","Exvelwnte hotel,muy amablw todo su personal,muy buena ubicacion.muy recomendable","","",
"Jürg","Switzerland","Couple","8.8","Fabulous","30 September 2013","The hotel is very centrally located, modern and highly recommended. at the reception is a bit more professionalism no luxury.
hotel can certainly recommend.","the empty Kleenex box was despite hint on Day 1 not replaced until departure, the espresso is not cleared and no bereitgstellt 2.handtuch: the room service seemed in those days to be a little overwhelmed - too bad.","","das hotel ist sehr zentral gelegen, modern und empfehlenswert. an der reception ist allerdings etwas mehr professionalität kein luxus.
hotel kann man sicher empfehlen.","die leere kleenexbox wurde trotz hinweis am 1.tag bis zur abreise nicht ersetzt, die expressotasse nicht abgeräumt und kein 2.handtuch bereitgstellt: der roomservice schien an diesen tagen etwas überfordert zu sein - schade.","",
"Wolfgang","Germany","Couple","6.3","Pleasant","29 September 2013","","Breakfast buffet was modest and was filled also very sparse again.","","","Frühstücksbuffet war eher bescheiden und wurde auch sehr spärlich wieder aufgefüllt.","",
"Ralf","Germany","Solo traveller","4.6","Disappointing","23 September 2013","","complaining contamination (traces of blood?) on the door frame bathroom were not eliminated, supposedly has the cleaning power is not found. Untold pre rolls for breakfast (it is no longer Bakery in Berlin?), Breakfast buffet very sparingly.","","","reklamierte Verschmutzung (Blutspuren?) an der Türzarge Bad wurden nicht beseitigt, angeblich hat die Reinigungskraft diese nicht gefunden. Unsägliche Aufbackbrötchen beim Frühstück (gibt es keine Bäcker mehr in Berlin?), Frühstücksbuffet sehr sparsam.","",
"Sergey","Russia","Solo traveller","6.7","Pleasant","12 September 2013","convenient location, spacious room","A 20-minute check-in, could not find your !!!, reserve the room with
breakfast and was therefore surprised when on the breakfast brought the score on
reception when displaying armor apologized saying that there was a failure
system.therefore, we conclude about the bad service interaction settlements
and reservations !!! breakfasts do not meet 4 star hotel, all very
meager and primitive.","","удобное месторасположение,просторный номер","20-ти минутный чек-ин,не могли найти бронь !!!,бронировал номер с
завтраком и поэтому был удивлен,когда на завтраке принесли счёт,на
стойке регистрации при показе брони извинились сказав,что произошел сбой
в системе.поэтому делаем вывод о плохом взаимодействии службы поселения
и бронирования !!! завтраки не соответствуют отелю 4 звезд,очень все
скудно и примитивно.","",
"Antti","Finland","Couple","9.2","Superb","11 September 2013","Great value for money - although we got a room in a fair discount (approx. € 50 / night 2HH). A small fitness room worked very well a quick morning workout (treadmill, bike) and relaxation (sauna). The room was for my taste quite elegant and neat. Location good, the metro only a short walk away. The staff was friendly and helpful. The room had blackout curtains, which helped to sleep soundly. From the lobby got the local newspapers to read. Found near a good and cheap for breakfast (Carisma), as well as grocery stores. We highly recommend that - at least for the price paid!","We arrived in the morning tired and we got a room at the 14, but this was certainly known in advance.","","Loistava hinta-laatusuhde - tosin saimme huoneen reilulla alennuksella (n. 50 €/yö 2hh). Pieni kuntosali toimi mainiosti pikaiseen aamukuntoiluun (juoksumatto, pyörä) ja rentoutumiseen (sauna). Huone oli omaan makuuni suht tyylikäs ja siisti. Sijainti hyvä, metroon vain lyhyt kävelymatka. Henkilökunta oli ystävällistä ja avuliasta. Huoneessa oli pimennysverhot, jotka auttoivat nukkumaan sikeästi. Aulasta sai paikallisia sanomalehtiä luettavaksi. Läheltä löytyi hyvä ja halpa aamiaispaikka (Carisma) sekä ruokakauppoja. Suosittelemme lämpimästi - ainakin maksamallamme hinnalla!","Saavuimme aamulla väsyneenä ja saimme huoneen vasta klo 14, mutta tämä oli toki tiedossa jo etukäteen.","",
"Peter","Germany","Couple","8.3","Very good","8 September 2013","Super central location; helpful and friendly staff at the front desk; Desire for room facing the backyard (due to road noise) in the lower floor was filled!","Walls and furniture in the bathroom and living area would be partially canceled again / renovation; Hair dryer did not work; Coffee in the room was not replenished every day; Key card for room did not work properly.","","Super zentrumsnahe Lage; hilfsbereite und freundliche Mitarbeiter an der Rezeption; Wunsch nach Zimmer Richtung Hinterhof (wegen Strassenlärm) in unterem Geschoss wurde erfüllt!","Wände und Einrichtung in Bad und Wohnbereich müssten teilweise mal wieder gestrichen/ renoviert werden; Haarföhn hat nicht funktioniert; Kaffeepulver auf dem Zimmer wurde nicht jeden Tag neu aufgefüllt; Schlüsselkarte für Zimmer funktionierte nicht immer einwandfrei.","",
"Davide","Italy","Family","8.8","Fabulous","7 September 2013","Location, value for money, free wi-fi, tranquility, friendliness of staff","","","Posizione, rapporto qualità-prezzo, wi-fi gratuito, tranquillità, cortesia del personale","","",
"Kim","Netherlands","Couple","8.3","Very good","4 September 2013","Location at Ku'dam very favorable.
The staff is young and friendly.
Room was well ventilated and kept clean.","Thought it was not 4 star and not really an art hotel. Mold in the shower, lamp that did not work and messy posters made the hotel a bit shabby. Cleaners did the work impeccable, but management and maintenance could be better. One very slow and small elevator for the entire hotel.","","Ligging bij Ku'dam zeer gunstig.
Het personeel is jong en vriendelijk.
Kamer werd goed geventileerd en schoon gehouden.","Vond het geen 4-sterren en ook niet echt een art hotel. Schimmel in de douche, lamp dat het niet deed en rommelige posters maakten het hotel een beetje shabby. Schoonmakers deden het werk onberispelijk, maar beheer en onderhoud konden beter. Één zeer trage én kleine lift voor het hele hotel.","",
"Antônio","Brazil","Family","7.9","Good","3 September 2013","Location. Close to supermarket, subway station, restaurants, etc.","Price of breakfast.","","Localização. Perto de supermercados, estação de metrô, restaurantes, etc.","Preço do café da manhã.","",
"Daniela","Italy","Couple","9.6","Exceptional","29 August 2013","I liked the hotel, the location and its pulizia..ci would definitely go back! Berlin is a vibrant city full of young, I loved it.","The breakfast is a bit 'expensive art'otel","","Mi è piaciuto l'hotel, la posizione e la sua pulizia..ci tornerei sicuramente! Berlino è una città vivace e piena di giovani, mi è piaciuta tantissimo.","La colazione è un po' cara all'art'otel","",
"Ursula","Germany","Couple","5.8","Okay","24 August 2013","The staff was very helpful.","The hotel is getting old and should be immediately restored.
We had to change our room because the carpet was very stained. We would not book this hotel.","","Das Personal war sehr hilfreich.","Das Hotel ist in die Jahre gekommen und sollte umgehend renoviert werden.
Wir mußten unser Zimmer wechseln, da der Teppichboden sehr fleckig war. Wir würden dieses Hotel nicht mehr buchen.","",
"Darya","Belarus","Couple","5.4","Passable","23 August 2013","Location is great, especially for shopping. The relatively low price compared to other hotels in Berlin. Breakfast is normal, but at 15 euros is not drawn at all.","Absolute discrepancy stated 4 *. The rooms are very shabby, no cleaning at all, the dust layer thickness of a finger, one day does not put towels, generally no, even if the old left. Very uncomfortable shower. But the most annoying is that on arrival we require a map for how they told their safety and took 220 euros.That same night, was written off another 200 euros, and the entire amount to be paid was 320 euros, but the girl at the front desk several times trying to convince us that everything is OK, it's only money and lock in place (but we then see that they are not). When the eviction told that we must first pay, they unlock the card and return the money within 1-2 hours.At the moment, the last 4 days from the date of eviction, nothing has changed, so if you choose this hotel, my advice is do not give them your credit card!","","Месторасположение отличное, особенно для шоппинга. Относительно невысокая цена по сравнению с другими отелями Берлина. Завтрак нормальный, но на 15 евро не тянет совсем.","Абсолютное несоответствие заявленным 4*. Номера весьма потасканные, уборка вообще никакая, слой пыли с палец толщиной, один день не положили полотенца, вообще никакие, хоть бы старые оставили. Очень неудобный душ. Но самое неприятное это то, что при заселении у нас потребовали карту для, как они сами сказали, их безопасности и сняли 220 евро. Этой же ночью было списано еще 200 евро, а вся сумма к оплате была 320 евро, однако девушка на ресепшн несколько раз убеждала нас, что все ок, это всего лишь блокировка и деньги на месте (но мы то видим, что их нет). При выселении сказали, что мы должны сначала заплатить, они разблокируют карту и деньги вернутся в течение 1-2 часов. На данный момент прошло 4 дня с момента выселения, ничего не изменилось, так что если выберете этот отель, то мой совет, не давайте им свои кредитки!","",
"Katalin","Switzerland","Couple","9.6","Exceptional","22 August 2013","Friendly helpful staff, equipment and much more","","","Freundliches hilfsbereites Personal, Ausstattung und vieles mehr","","",
"Juan","Chile","Couple","9.6","Exceptional","21 August 2013","The friendly staff, the comfort of the rooms, size of hotel.","It may be that at breakfast time the tables are all occupied by the large number of people in attendance at the same time, especially when there are tour groups.","","La amabilidad del personal, la comodidad de las habitaciones, el tamaño del hotel.","Puede ocurrir que a la hora del desayuno las mesas estén todas ocupadas por el gran numero de personas que concurre a la misma hora, especialmente cuando hay  grupos turísticos.","",
"Dariusz","Germany","Couple","5.8","Okay","21 August 2013","The town center,
lots of shopping.
Cleaning of rooms","Broken bathroom tiles, grout with Schimmel.Keine sitting in front of the hotel.
Breakfast for the money much too expensive (not much choice).","","Die Zentrum Nähe,
viele Einkaufsmöglichkeiten.
Reinigung der Zimmer","Badfliesen Kaputt,fugen mit Schimmel.Keine Sitz Möglichkeit vor dem Hotel.
Frühstück für das Geld viel zu Teuer(keine große Auswahl).","",
"Gunter","Austria","Couple","7.1","Good","19 August 2013","Location
- Price
- Size of the room","Router for WiFi in our floor did not work. Even after two indication he was not repaired.
- Air conditioning was a disaster, no matter which mode, only cold air.
- Upholstery of beds minimal.
- Very noisy",""," Lage 
- Preis 
- Größe des Zimmers"," Router für WLan in unserem Stockwerk hat nicht funktioniert. Auch nach zweimaligem Hinweis darauf wurde er nicht repariert.
- Klimaanlage war eine Katastrophe, egal welcher Modus, nur kalte Luft. 
- Bepolsterung der Betten minimal. 
- Sehr hellhörig","",
"Heiner","Germany","Couple","9.6","Exceptional","17 August 2013","Large, very quiet room, very accomodating staff, two minutes to Kurfürstendamm. Price.","Carpet had once earned a basic cleaning.","","Großes, sehr ruhiges Zimmer, sehr entgegenkommendes Personal, zwei Minuten zum Kurfürstendamm. Preis.","Teppichboden hätte mal eine Grundreinigung verdient.","",
"André","France","Couple","9.6","Exceptional","17 August 2013","Very spacious and soundproofed rooms. Very comfortable bed and nice shower.
Design Andy Warhol fun. Bar in the evening for a beer in an original setting.
Location excellent, near Kurdamm and nearby buses and subways.","The price of breakfast but you can take very good 2 minutes from the hotel, cafeteria Miro, at the corner of Lietzenburger and Uhlandstrasse pour5.50 euros ...","","Des chambres très spacieuses et parfaitement insonorisées. Literie très confortable et douche très agréable.
Design Andy Warhol amusant. Bar le soir pour prendre une bonne bière dans un cadre original. 
Situation géographique excellente , près du Kurdamm et voisine des bus et métros.","Le prix des petits déjeuners mais on peut en prendre de très bons à 2 mn de l'hotel, cafétéria Miro, à l'angle de la la Lietzenburger et de la Uhlandstrasse pour5.50 euros...","",
"Katia","Italy","Couple","9.6","Exceptional","16 August 2013","Beautiful rooms, spacious and clean. Good location. Staff courteous and helpful.","","","Belle le camere, spaziose e pulite.  Buona  la posizione. Staff cortese e disponibile.","","",
"Lorenzo","Italy","Couple","7.1","Good","15 August 2013","value for money, staff friendly and helpful, and the possibility to leave the luggage at the hotel after check out .... proximity to the subway","air conditioning did not work and the room smelled of smoke despite being a non-smoking room","","rapporto qualità prezzo, staff gentile e disponibile, e possibilita di lasciare i bagagli in hotel anche dopo il check out....vicinanza alla metropolitana","aria condizionata non funzionava e in stanza c'era odore di fumo pur essendo una camera per non fumatori","",
"Dominique","Germany","Couple","8.8","Fabulous","12 August 2013","Quality bedding. Availability of staff","a bit noisy in the room on the avenue.
The toilet brush deserves to be changed ....","","Qualité de la literie. Disponibilité du personnel","un peu bruyant dans la chambre sur l'avenue.
La brosse à toilettes mériterait d'être changée....","",
"Michal","Israel","Couple","9.6","Exceptional","7 October 2014","","","","","","",
