"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Inga","Russia","Solo traveller","7.9","Good","12 April 2014","Wonderful hotel. Near the center, the zoo and the shopping centers. Everything you need - in stock. I recommend!","","","Замечательный отель. Недалеко от центра, от зоопарка и от торговых центров. Все, что нужно  - в наличии. Рекомендую!","","",
"Johanna","Netherlands","Solo traveller","7.9","Good","12 April 2014","Prima room. Clean and comfortable. Excellent breakfast. Quiet hotel and street. For my purpose in a very convenient location. Good restaurants nearby.","In my room unfortunately the safe broken. I could get a key to this as an alternative. But did that leave","","Prima kamer. Schoon en comfortabel. Uitstekend ontbijt. Rustig hotel en straat. Voor mijn doel op een heel gunstige locatie. Goede restaurants in de buurt.","Op mijn kamer was helaas de safe kapot. Ik kon als alternatief een sleutel hiervoor krijgen. Maar heb dat laten zitten","",
"Viacheslav","Russia","Couple","9.2","Superb","10 April 2014","Convenient location. Of places for shopping and parks nearby. Near the zoo and the largest transfer hub, the hotel is in a very quiet quarter, the birds are singing in the morning. The museums are within walking distance, though better bike. There are rooms for smokers. No problems with parking.Near the hotel marina departure point for a great three-hour tour of the city in 7 languages. Note the stand with flyers at the reception. You can go to museums much cheaper.","In the smoking room stinks of tobacco. :) Back from the center after a hearty dinner and beer walk you reach. Subway or bus. Train in the subway once waited 7 minutes. With buses better.","","Удачное месторасположение. От мест шопинга и парков рядом. Рядом зоопарк и крупнейший пересадочный узел, отель в очень тихом квартале, утром птички поют. До музеев можно дойти пешком, хотя лучше велосипед. Есть номера для курящих. Нет проблем с парковкой. Около отеля пристань откуда отправляется отличная трехчасовая обзорная экскурсия по городу на 7 языках. Обратите внимание на стенд с флаерами у рецепции. Можно проходить в музеи заметно дешевле.","В номере для курящих воняет табаком. :) Назад из центра после плотного ужина и пива пешком не дойдешь. Метро или автобус. Поезда в метро однажды ждали 7 минут. С автобусами получше.","",
"Roxane","Belgium","Group of friends","9.2","Superb","10 April 2014","Nice location
Friendly staff
Super hygienic and clean","Wifi did not always good in every room .. As you get more back asleep in the corridor, the signal was weaker","","Leuke locatie
Vriendelijk personeel
Super hygiënisch en proper","Wifi werkte niet altijd even goed op elke kamer.. Naarmate je meer naar achter sliep in de gang, was het signaal zwakker","",
"Anna","Russia","Solo traveller","8.8","Fabulous","1 April 2014","Convenient location, comfortable, stylish room, clean, nice staff, delicious breakfasts","No soundproofing","","Удобное расположение, уютный стильный номер, чисто, приятный персонал, вкусные завтраки","нет звукоизоляции","",
"Qingsong","Germany","Solo traveller","8.8","Fabulous","30 March 2014","All good!","Nothing!","","Alles gut!","Nichts!","",
"Ronny","Germany","Solo traveller","8.8","Fabulous","29 March 2014","Clean room","Extra costs for parking","","Sauberes Zimmer","Extrakosten für Parkplatz","",
"Konstantin","Russia","Couple","7.5","Good","28 March 2014","Good location, friendly staff, comfortable bed, cleanliness","Wanted to open the wine in the room, so no in-house restaurant or at the reception it was not ...","","Хорошее расположение, приветливый персонал, удобная кровать, чистота","Хотели открыть в номере вино,так ни в ресторане отеля,ни на ресепшене его не оказалось...","",
"Veronica","Argentina","Solo traveller","9.6","Exceptional","27 March 2014","Excellent hotel, cleanliness, service and price! Not as close to the center of Berlin but these only 10 minutes to several means of transport.
The service and attention was excellent but especially that of a Spanish girl who attended the reception.","The WIFI signal was somewhat weak.","","Excelente hotel, limpieza, servicios y precio! No es tan cerca del centro de Berlin pero estas a sólo 10 minutos y con varios medios de transporte.
El servicio y atención fue excelente pero en especial la de una chica española que atendía en la recepción.","La señal de WIFI era algo débil.","",
"Vasileios","Greece","Couple","9.2","Superb","26 March 2014","In exipiretisi take your chance paroxes","To megethos tou domatiou","","I exipiretisi kai oi paroxes tou","To megethos tou domatiou","",
"Bartlomiej","Poland","Couple","8.8","Fabulous","26 March 2014","Very good location, nice place, very clean","The building generally well maintained, but you can see places leciwość this place. Wifi works well but it can be frustrating frequent need to log on","","Bardzo dobra lokalizacja, przyjemne miejsce, bardzo czysto","Budynek ogólnie zadbany, widać jednak miejscami leciwość tego miejsca. Wifi działa dobrze ale denerwować może częsta konieczność logowania się","",
"Irina","Russia","Group of friends","9.6","Exceptional","24 March 2014","Everything is just perfect. Internet flown. Location of the hotel is 5 minutes from the KaDeWe. In room microwave, kettle, cooker, very convenient. Very pleased we necessarily go again and stop it here!","","","Все просто отлично. Интернет летал. Расположение отеля в 5 минутах от KaDeWe. В номере микроволновка, чайник, плитка, Очень удобно. Очень мы довольны, обязательно поедем еще раз и остановимся именно тут!","","",
"Francisca","Spain","Couple","8.8","Fabulous","21 March 2014","Reception staff very helpful. The Spanish receptionist a charm. Quiet neighborhood. Bus stop 100 and 200 to go downtown cerca.Excelente very clean and very good value for money.","No blinds or curtains to prevent light entry at dawn.","","Personal de recepción  muy servicial. La recepcionista española un encanto. Barrio tranquilo. Parada del autobús 100 y 200  para ir al centro muy cerca.Excelente limpieza y muy buena relación calidad precio.","No hay persianas ni cortinas que impidan la entrada  luz al amanecer.","",
"Alessandro","Brazil","Solo traveller","9.2","Superb","21 March 2014","Comfortable room. Could have a double","Good but not fitted kitchen with pots","","Quarto confortável. Poderia ter cama de casal","Cozinha boa mas não equipada com panelas","",
"Anh-tam","Germany","Solo traveller","9.6","Exceptional","19 March 2014","I have forgotten my cell phone at home, so my phone calls must be made with the hotel phone. Due to an error in the telephone system my phone more times are gone abroad, even though I had already hung up the phone. The result would be a very expensive phone bill! The lady at the front desk but the high amounts canceled accommodating, so that my very pleasant stay at the hotel but come yet to a good end. Thank you!","","","Ich habe mein Handy zu Hause vergessen, so dass meine Telefonate mit dem Telefon Hotel getätigt werden müssen. Durch einen Fehler an der Telefonanlage sind meine Telefonzeiten ins Ausland weiter gelaufen, obwohl ich den Hörer schon längst aufgelegt hatte. Das Ergebnis wäre eine sehr teure Telefonrechnung! Die Dame an der Rezeption hat aber die hohen Beträge  kulant storniert, so dass meine sehr angenehme Aufenthalt im Hotel doch noch zu einem guten Ende gekommen ist. Danke !","","",
"Tharcila","Brazil","","9.2","Superb","17 March 2014","Very good location. 5min walk from the KaDeWe and Subway. Silent street. Very nice service.","Only the bed was too soft mattress and small for a double bed.","","Localização muito boa. 5min andando do KaDeWe e metro. Rua silenciosa. Atendimento muito agradável.","Somente a cama tinha colchão muito mole e cama pequena para um casal.","",
"Tatiana","Russia","","8.8","Fabulous","16 March 2014","Everything is close by. Convenient. Staff friendly and unobtrusive. Clean in the room all equipped (cooker, microwave oven, kettle and crockery).","","","Все рядом. Удобно добираться. Персонал приветлив и ненавязчив. Чисто, в номере все есть (плитка, микроволновка, чайник и посуда).","","",
"Viola","Germany","","7.9","Good","16 March 2014","TV, located near the Charite","Lack of free parking, WiFi No single rooms, volume by construction work on the corridor","","TV, Lage in der Nähe der Charite","Fehlende kostenfreie Parkplätze, Kein WLan  Einzelzimmer, Lautstärke durch Bauarbeiten im Flur","",
"Roman","Russia","","10","Exceptional","14 March 2014","enjoyed it","","","все понравилось","","",
"Artur","Italy","","4.6","Disappointing","11 March 2014","Good location and very good breakfast.","Wireless does not work in all rooms.","","Gute Lage und sehr gutes Frühstück.","W-Lan funktioniert nicht in allen Zimmern.","",
"Sergio","Italy","","5.4","Passable","9 March 2014","position","small room
not individually adjustable heating
mini vacuum
no change of towels in second day","","posizione","camera piccola
riscaldamento non regolabile singolarmente
frigobar vuoto
nessun cambio asciugamani in secondo giorno","",
"Willi","Germany","","8","Very good","6 March 2014","Rooms good value for money","","","Zimmer gutes Preis Leistungsverhältnis","","",
"Olga","Russia","","8.8","Fabulous","5 March 2014","Suffice it to a convenient location.","We booked two rooms - two and a single. As a result, the room were absolutely the same, including the bed. On this bed to sleep one pair problematic because it is small. Differences reception rooms commented on the presence of one or two pillows depending on the name of the room.","","Достаточно удобное месторасположение.","Мы бронировали два номера - двух и одноместный. В результате номера оказались абсолютно одинаковые, в том числе кровати. На данной кровати одной паре спать проблематично, т.к. она маленькая. Различия номеров ресепшен прокомментировал наличием одной или двух подушек в зависимости от названия номера.","",
"Dariya","Russia","","9.6","Exceptional","4 March 2014","Great hotel with nice, comfortable and clean rooms, and good location.","On the 7th floor in the far corridor room did not work wi-fi, as Console hangs in the beginning of the corridor and the signal does not reach. Double standard is no different from a single, except the presence of a second set of towels and linen, it must be considered, as the bed is not very big and sleep vdvom people more than the average size is not comfortable.","","Отличный отель с хорошими, удобными и чистыми номерами, и удачным расположением.","На 7 этаже в дальней по коридору комнате не работает wi-fi, т.к. приставка висит в  начале коридора и сигнал не доходит. Двухместный стандарт ни чем не отличается от одноместного, кроме как наличием второго комплекта полотенец и белья, это нужно учитывать, т.к. кровать не очень большая и спать вдвом людям размера  больше среднего будет не комфортно.","",
"Susanne","Germany","","10","Exceptional","4 March 2014","friendly staff, good, substantial breakfast, in a quiet but central location, sufficient hot water and heating the good work.","","","freundliches Personal, gutes , reichhaltiges Frühstück, ruhige aber zentrale Lage, ausreichendes warmes Wasser und eine Heizung die gut funktioniert.","","",
"Dmitrii","Russia","","8.8","Fabulous","2 March 2014","Good price for the day. Clean. Comfortable bed.","Additional charges utensils, wi-fi catches bad.","","Хорошая цена за сутки. Чисто. Удобная кровать.","Дополнительно оплачивается посуда, wi-fi ловит плохо.","",
"Mark","Netherlands","","7.9","Good","27 February 2014","Excellent location to see Berlin. Good breakfast buffet, good wifi, friendly staff and a modern bathroom","Sometimes long wait for the elevator","","Prima lokatie om Berlijn te bekijken. Goed ontbijt-buffet, goede wifi, vriendelijk personeel en een moderne badkamer","Soms lang wachten op de lift","",
"Yuichiro","Japan","","8.8","Fabulous","26 February 2014","Location is also not bad, Cospa is high.","A little, I felt the room is narrow.","","立地も悪くなく、コスパが高い。","少し、部屋が狭いと感じた。","",
"Stefano","Italy","","7.9","Good","26 February 2014","Very comfortable, well served and in the silent zone: definitely to choose from","","","Molto confortevole, ottimamente servito e in zona silenziosa: sicuramente da scegliere","","",
"Rene","Germany","","8.3","Very good","25 February 2014","Value for money","No hotel parking, and thus daily 11 euros for parking fees","","Preis—Leistung","Keine Hotelparkplätze und somit täglich 11 Euro für Parkgebühren","",
"Emilia","Argentina","","7.5","Good","24 February 2014","The location is good, near bus stops and subway and a few meters there are places to comer.La comfortable and clean, I stayed in a double with baño.Ningún problem","The wifi signal in the room was regularly came and went.","","La ubicación es buena, cerca de paradas de colectivos y metro y a unos pocos metros hay lugares para comer.La habitación cómoda y limpia, me alojé en una doble con baño.Ningún problema","La señal de wifi en la habitación fue regular, iba y venía.","",
"Екатерина","Russia","","7.5","Good","19 February 2014","The room has everything you need if you want to spend 1-3 nights. The furniture is new, cozy room","Wi-Fi only worked at the front desk. Issue of his absence in the room were not able to solve","","В номере есть все необходимое, если Вы собираетесь переночевать 1-3 ночи. Мебель новая, номер уютный","Wi-Fi работал только у ресепшн. Проблему его отсутствия в номере решить не смогли","",
"Anna","Italy","","9.6","Exceptional","18 February 2014","Me and my boyfriend stayed February 13 to 17. The hotel is easy to reach, is really a 10-minute walk from wittenberg platz and from there over to take the metro you can also take the bus. prices of the room was not included in our breakfast even if we wanted to, you can add a few tens of Euros per day. as there is a small kitchenette in the room and a mini fridge was possible to take something from the supermarket nearby and prepare things in the room. The reception is open 24 hours on 24 and the staff is very helpful. rooms nice, bright, a very quiet area. Berlin is a very beautiful city offers something for everyone .. a living.","the temperature of the radiators in the room is too excessive.","","Io e il mio ragazzo abbiamo soggiornato dal 13 al 17 febbraio. L'hotel è facile da raggiungere, si trova realmente a 10 minuti a piedi da wittenberg platz e di lì oltre prendere la metro è possibile prendere anche l'autobus. nel nostro prenottamento non era prevista la colazione anche se avessimo voluto è possibile aggiungere qualche decina di euro al giorno. essendoci un piccolo cucinino in camera e un mini frigo è stato possibile prendere qualcosa dal supermercato lì vicino e prepararci le cose in camera. la reception è aperta 24 ore su 24 e lo staff è molto disponibile. le camere carine, luminose, la zona molto tranquilla. Berlino è una città molto bella, offre di tutto per tutti.. da vivere.","nella camera la temperatura dei termosifoni è troppo eccessiva.","",
"Nina","Germany","","6.7","Pleasant","17 February 2014","The room even in the low category were well equipped.","The road to the apartments and its location led by a horrible dark community hall of an apartment building away from the hotel. As a woman traveling alone I did not feel very safe.","","Die Zimmer, auch in der günstigen Kategorie, waren gut ausgestattet.","Der Weg zu den Appartments und deren Lage führte durch einen grässlichen dunklen Gemeinschaftsflur eines Mehrfamilienhauses abseits des Hotels. Als alleinreisende Frau fühlte ich mich nicht sehr sicher.","",
"Deborah","Portugal","","6.7","Pleasant","16 February 2014","The room with mini kitchen.","The bed with one side glued to the wall. The lack of room and restaurant service. For a cold day, a bit far from the subway.","","Do quarto com mini cozinha.","Da cama de casal com um dos lados colados na parede. Da falta de serviço de quarto e de restaurante. Para uma época fria, um pouco longe do metrô.","",
"Xiaopeng","Poland","","7.9","Good","16 February 2014","everything except the double bed seems like a single bed,too small~~~~~","the double bed is too small","","everything except the double bed seems like a single bed,too small~~~~~","the double bed is too small","",
"Michel","Brazil","","10","Exceptional","16 February 2014","I liked everything in this hotel, great price ... very comfortable ... great service .. super recommend","","","Gostei de tudo nesse hotel, preço ótimo... muito confortável... ótimo atendimento.. super recomendo","","",
"Hartmut","Germany","","10","Exceptional","13 February 2014","excellent value for money in a quiet location and for the category *** excellent room layout and equipment","","","erstklassiges Preisleistungsverhältnis bei ruhiger Lage und für die *** Kategorie ausgezeichneter Zimmeraufteilung und Ausstattung","","",
"Mireyana","Venezuela","","8.3","Very good","8 February 2014","The frontdesk care is excellent, in our case two of the people we dealt with spoke Spanish which made everything a lot easier! There are restaurant and even a supermarket nearby as there are cooler and microwave in the room is very useful to have food. The nearest metro station is 5 minutes walk and close to the part as modern Berlin.","The bed was not as large as expected, in fact to a person taller than we will stay small.","","La atención del frontdesk es excelente, en nuestro caso dos de las personas que nos atendieron hablaban español lo cual hizo mucho mas fácil todo! Hay restaurant cerca e inclusive un supermercado, ya que hay neverita y microondas en la habitación es muy útil para tener comida. La estación de metro más cercana está a 5 minutos caminando y está cerca de la parte como moderna de Berlín.","La cama ni fue tan amplia como esperábamos, de hecho para una persona de mayor estatura que la de nosotros le quedaría pequeña.","",
"Frank","Netherlands","","5.8","Okay","8 February 2014","Location","Internet not working
Obsolete","","Ligging","Internet werkte niet
Verouderd","",
"Natalia","Russia","","9.6","Exceptional","6 February 2014","Free wi-fi
Clean, comfortable","Meager breakfast, uncomfortable pillow","","Бесплатный wi-fi
Чисто, уютно","Скудные завтраки, неудобная подушка","",
"Mariia","Russia","","9.6","Exceptional","5 February 2014","clean rooms, great location, good internet in the room","No","","чистые номера, отличное местоположение, хороший интернет в номере","нет","",
"Olga","Russia","","9.2","Superb","4 February 2014","Really great value for the price and quality. It features all new and clean, the bathroom and a hairdryer and all myltsa attended, the staff friendly, breakfast is hearty and delicious, public parking is available directly outside the hotel. Location next to the ZOO and the shopping streets. Until Sony Centre 10 minutes meldlennym step.","Very poor quality wifi. The network is constantly lost and had to re-enter it.
Breakfast could be worth less.","","Действительно отличное соотношение цена и качество. В отеле все новое и чистое, в ванной комнате и фен и всякие мыльца присутствовали,  персонал приветлив, завтрак сытный и вкусный, общественная парковка прямо под окнами отеля. Местоположение рядом с ZOO и торговыми улицами. До Сони центра 10 минут мелдленным шагом.","Очень плохое качество  wifi. Сеть постоянно терялась и приходилось заново в нее входить.
Завтрак мог бы стоить поменьше.","",
"Jan","Czech Republic","","8.3","Very good","3 February 2014","I had no problems","I had no problems","","Neměl jsem žádné problémy","Neměl jsem žádné problémy","",
"Victor","Germany","","6.7","Pleasant","31 January 2014","central location near Zoo Station, new hotel with comfortable convenient amenities, kitchenette and fridge incl.","Cleaning power is lax, available in the kitchenette no dishes and cutlery","","zentrale Lage in der Nähe von Bhf Zoo, neues Hotel mit comfortabler Ausstattung, Kochnische und Kühlschrank incl.","Reinigungskraft ist lasch, in der Kochnische kein Geschirr und Besteck vorhanden","",
"Wolfgang","Austria","","7.9","Good","29 January 2014","Solid, good budget hotel in a quiet but still relatively central location.","","","Solides, gutes, preisgünstiges Hotel in ruhiger aber trotzdem vergleichsweise zentraler Lage.","","",
"Christof","Germany","","5.4","Passable","28 January 2014","Location to downtown and K'damm are good!","Rather, a boarding house than a hotel! Breakfast buffet very clear! Who only a 'sleeping' searches, OK!","","Lage zur Innenstadt und K'damm sind gut!","Eher ein Boardinghouse als ein Hotel! Frühstücks Buffet sehr übersichtlich! Wer nur eine 'Schlafmöglichkeit' sucht, OK!","",
"Deborah","Portugal","","5.8","Okay","28 January 2014","Friendly attendants at the reception. Small kitchen kit in the room. Room small but cozy for one person.","There is no bar or restaurant service, only the breakfast, if surcharge.
Kitchen appliances are paid separately if you want to cook in the room.
The ad says there is mineral water, tea and coffee available in the room, which is good, however, stayed a week at the hotel, I used what was available, but never had spare. :, (
The Hotel is 10 minutes walk from any transport, which, in the cold below freezing, and snow is a lot! Rather closer to the underground lake.","","Atendentes simpáticas na recepção. Pequena cozinha kit no quarto. Quarto pequeno, porém aconchegante para uma pessoa.","Não há serviço de bar ou restaurante, apenas o café da manhã, se pago à parte. 
Utensílios de cozinha são pagos à parte, caso queira cozinhar no quarto.
No anúncio diz que há água mineral, chá e café disponíveis no quarto, o que é bom, porém, fiquei uma semana no hotel, usei o que havia disponível, mas nunca tive reposição. :-(
O Hotel fica a 10 minutos de caminhada de qualquer transporte, o que, no frio abaixo de zero, e na neve, é muita coisa! Preferia lago mais perto do metrô.","",
"Mathijs","Netherlands","","8.3","Very good","27 January 2014","A sober but neat just hotel strategically located in Berlin with plenty of parking at the door or garage","The rooms are relatively small. Especially if you regularly want to stay. On","","Een sober maar keurig net hotel strategisch goed gelegen in Berlijn met voldoende parkeergelegenheid voor de deur of in de parkeergarage","De kamers zijn relatief klein. Zeker als je er regelmatig op wilt verblijven.","",
"Pavel","Russia","","9.6","Exceptional","22 January 2014","Friendly staff, spacious room, clean, pleasant oformelenie.","WiFi flew often, the speed was not stable","","Приветливый персонал, просторный номер, чистый, приятное оформеление.","WiFi вылетал часто, скорость не была стабильной","",
"Arevik","Russia","","9.2","Superb","22 January 2014","Convenient location, comfortable rooms with all facilities, polite and attentive staff. You can safely go.","","","Удобное месторасположение, комфортные номера со всем необходимым, вежливый и внимательный персонал. Можно смело ехать.","","",
"Silke","Germany","","7.9","Good","15 January 2014","open around the clock reception, super central location","","","rund um die Uhr Rezeption geöffnet, super zentrale Lage","","",
"Larisa","Russia","","8.3","Very good","14 January 2014","Price / quality ratio. Small but very cozy room, everything is thought out. There is a mini kitchen. Clean, friendly staff. Good breakfast, eat a choice. Location is comfortable enough, next stop 200 bus to metro 3 stops.","","","Соотношение цена/качество. Небольшой, но очень удобный номер, все продумано. Есть мини кухня. Чисто, приветливый персонал. Хороший завтрак, все вкусно есть выбор. Расположение достаточно удобное, рядом остановка 200 автобуса, до метро 3 остановки.","","",
"Viktor","Russia","","7.5","Good","11 January 2014","Everything is fine. nice hotel.","","","Все нормально. хороший отель.","","",
"Ivanov","Russia","","9.2","Superb","10 January 2014","clean, quiet, tidy. very convenient location in relation to
quiet trial stay for a family. within walking distance
Zoo, the largest park in Berlin (tirgengarten).","not very close to the metro (10 minutes brisk pace), probably stupid, but
the road to the hotel - very often bridge, so the wheels in my suitcases
did not survive, little cafes in the district (steakhouse at the next crossroads
and in the shopping center near the metro kadewe), respectively, to eat in the morning
there is no place other than the hotel.","","чисто, тихо, опрятно. весьма удобное расположение относительно
спокойного ознакомительного отдыха для семьи. в пешей доступности
зоопарк, крупнейший берлинский парк (тиргенгартен).","не особо близко от метро (минут 10 быстрым шагом), наверное глупо, но
дорога до отеля - сплошь мостовая, поэтому колесики у чемоданов у меня
не выдержали, мало кафешек в округе (стейк-хаус на ближайшем перекрестке
и в торговом центре kadewe около метро), соответственно поесть с утра
негде кроме отеля.","",
"Sergey","Russia","","9.2","Superb","9 January 2014","Cozy rooms with a kitchenette, cooker, fridge, microwave. However, the dishes available at an extra charge.
Rooms nice catches wi-fi. Located on a quiet street, at least, so it seemed to us - room window overlooking the yard. The staff is friendly and willing to help.The nearest metro Wittenbergplatz about 10 minutes on foot, there is the central street of shops, from department stores to boutiques. Very close to Berlin Zoo, which we did not have time to go.","Holidays went well, no negative experiences from the hotel was not.","","Уютные номера с мини-кухней,плиткой,холодильником,СВЧ. Правда, посуда предоставляется за доп.плату.
В номерах неплохо ловит вай-фай. Отель расположен на тихой улице,по крайней мере,нам так показалось - окна номера выходили во двор. Персонал приветливый и готовый помочь.
До ближайшего метро Wittenbergplatz около 10 минут пешком,там же центральная улица магазинов,от универмагов до бутиков. Совсем неподалеку Берлинский зоопарк,в который мы так и не успели сходить.","Отдых прошел хорошо,никаких отрицательных впечатлений от отеля не было.","",
"Fahad","Saudi Arabia","","5.4","Passable","3 January 2014","Location of the hotel is very close to the markets and tourist places","Services","","موقع الفندق قريب جدا من الاسواق والأماكن السياحية","الخدمات","",
"Stefan","Germany","","7.5","Good","3 January 2014","Location convenient, beds, good quality of room","High price","","Lage,bequeme betten,gute Ausstattung der zimmer","Hoher preis","",
"Gerda","Netherlands","","7.5","Good","3 January 2014","","Small bed that is not accessible from both sides.
Staff were not willing to look firstly to the fact that we could not get out of the garage a solution. The parking meter because not functioning. Because the garage not owned by the hotel, the receptionist did not take action. After some urging appeared another employee who offered her car out of the garage to drive so that we could just drive without the barrier would close. Interim rear Ultimately solved.","","","Klein bed dat niet van beide zijden bereikbaar is.
Personeel was eerstens niet bereid een oplossing te zoeken voor het feit dat we de parkeergarage niet uit konden. Het parkeerautomaat functioneerde namelijk niet. Omdat de garage geen eigendom van het hotel is wilde de receptioniste geen actie ondernemen. Na enig aandringen verscheen een andere medewerkster die aanbood haar auto uit de garage te rijden zodat wij er vlak achteraan konden rijden zonder dat de slagboom tussentijds zou sluiten. Uiteindelijk dus wel opgelost.","",
"Michael","Germany","","7.9","Good","30 December 2013","Very quiet location and it all good mostly within walking distance","","","Sehr ruhige Lage und dabei alles gut meistens zu Fuß erreichbar","","",
"Swetlana","Russia","","10","Exceptional","19 December 2013","Check in at the hotel at 15:00, but since we arrived early in the morning, then in 10:00 were at the hotel and we were easily settled in a room. The staff is very friendly. The rooms are wonderful, clean, all the furnishings are in good condition. The mattress on the bed just zingy !!!! -))) For breakfast, freshly brewed coffee! Breakfast - buffet - all very tasty.We loved it, highly recommend it!","","","Заселение в отеле с 15:00, но так как мы прилетели рано утром, то уже в 10:00 были в отеле и нас без проблем заселили в номер. Персонал очень приветливый. Номер замечательный,чисто, вся обстановка в хорошем состоянии. Матрас на кровати просто потрясный!!!!-))) На завтрак кофе свежесвареный! Завтраки - шведский стол - все очень вкусно. Нам очень понравилось, рекомендую!","","",
"Marco","Italy","","8.3","Very good","17 December 2013","and 'in particular was a pleasant stay perfect wifi and useful the possibility to have an extra charge of 5 € per day than you need to cook, very likely in the next few times I will use this hotel.","given only negative is that the hotel is not very close to a metro station, it takes at least a 10 minute walk, but if you know the neighborhood is not something so serious.","","e' stato un piacevole soggiorno in particolare perfetta la connessione wifi e utilissima la possibilità di poter aver con un supplemento di 5 euro giorno del necessario per cucinare, Con molta probabilità userò nelle prossime volte questo hotel.","unico dato negativo è che l'hotel non è vicinissimo ad una stazione metro, ci vogliono almeno 10 minuti a piedi, tuttavia se si conosce il quartiere non è poi una cosa così grave.","",
"Alfred","Germany","","6.3","Pleasant","17 December 2013","Friendliness of the staff, cleanliness and decor of the room and the bathroom: Free are 1 gr Fl.. Bottled water, wireless internet access. Practical: Small kitchenette with fridge)","At night there was a loud guests with yelling for hours and damage to property; Although the hotel staff intervened, but unfortunately without success, so many guests were deprived of their night's sleep.","","Freundlichkeit des Personals, Sauberkeit und Ausstattung des Zimmers und des Bades: Gratis sind 1 gr. Fl. Mineralwasser, WLAN. Praktisch: Kleine Kochnische mit Kühlschrank)","Nachts kam es zu einem lauten von Gästen mit Schreierei über Stunden und Sachbeschädigung; das Hotelpersonal schritt zwar ein, aber leider erfolglos, so dass viele Gäste um ihre Nachtruhe gebracht wurden.","",
"Pim","Netherlands","","6.3","Pleasant","10 December 2013","I found the breakfast very well cared for and the location was very convenient.
And not to forget, the wifi was perfect.","The rooms were very dated decor. Small, brown wooden
furniture that really can not. So the value for money was
not good. Should be offered at a lower price.","","Ik vond het ontbijt zeer goed verzorgd en de ligging was zeer gunstig.
En niet te vergeten, de wifi was perfect.","De kamers waren zeer gedateerd van inrichting. Klein, bruine houten
meubels die echt niet meer kunnen. Dus de prijs-kwaliteitsverhouding was
niet goed. Moet voor een lagere prijs aangeboden worden.","",
"Zulfiya","Russia","","6.3","Pleasant","9 December 2013","Clean room, modern, there are bathroom accessories.","Far from the subway. In the evening, no one lantern-scary. From the sights far, but there are 100 bus, which will travel to the most interesting places.","","Чисто в номере, современно, есть ванные принадлежности.","Далеко от метро. Вечером нет ни одного  фонаря-страшновато. От достопримечательностей далековато, но есть 100 автобус, который проедет по самым интересным местам.","",
"Béatrice","Belgium","","7.9","Good","9 December 2013","Room with kitchenette and very functional bathroom
Breakfast","The bed and a little too soft pillow","","Chambre avec kitchenette et salle de bain très fonctionnelles
Petit déjeûner","Le lit et l'oreiller un peu trop mous","",
"Sebastian","Poland","","8.8","Fabulous","5 December 2013","As good location, fairly close to the city center, interesting surroundings and very friendly service.","No own parking.","","W miarę dobra lokalizacja,dość blisko do centrum miasta,ciekawa okolica i bardzo miła obsługa.","Brak własnego parkingu.","",
"Mette","Denmark","","7.1","Good","3 December 2013","Nice quiet neighborhood and peace and quiet in the hallways. And helpful staff, great night","","","Dejligt stille kvarter og fred og ro på gangene. Og hjælpsom personale og skøn morgenmad","","",
"Gianluca","Italy","","8.8","Fabulous","3 December 2013","good location near garten zoo, hotel very comfortable and clean, staff extremely available at any time, very useful plan kitchenette with a fridge in the room","according to our canons € 11.90 for breakfast was expensive but necessary to evaluate the amount and variety of the buffet.","","posizione buona nelle vicinanze di zoo garten,albergo molto confortevole e pulito,staff disponibilissimo a qualsiasi orario, utilissimo il piano cottura con frigo nella stanza","secondo i nostri canoni 11.90€ per la colazione era cara però bisognava valutare la quantità e varietà del buffet.","",
"Reinhart","Germany","","8.3","Very good","3 December 2013","Good bed,
good breakfast.
Ideal for jogging in the Tiergarten","","","Gutes Bett,
gutes Frühstück.
Ideal zum Joggen im Tiergarten","","",
"Aleksandr","Russia","","7.5","Good","26 November 2013","not a bad hotel, originally lived in a smoke-filled room, but after the claims immediately moved to normal. lived there for about three weeks, quite comfortable.","maids opened the door with his key when you are in the room, regardless of your desire and a few shouts of & quot; wait a minute & quot; English.
cleaners opens the door with own keys without any permition from you and ignore calls & quot; wait a minute & quot ;. no any privacy in this hotel is possible.","","не плохой отель, изначально поселили в прокуренный номер, но после претензии сразу в нормальный переселили. жил там около трех недель, комфортно вполне.","горничные открывают двери своим ключем когда вы находитесь в номере вне зависимости от вашего желания и нескольких криков "подождите минутку" на английском. 
cleaners opens the door with own keys without any permition from you and ignore calls "wait a minute". no any privacy in this hotel is possible.","",
"Beata","Poland","","8.3","Very good","13 November 2013","Very nice and helpful staff + great location (2 minutes walk to the subway KaDeWe). Next to the hotel is the parking - a payment of ticket vending machines out below 10EUR.","Small problems with clogged shower drain.","","Bardzo miła i pomocna obsługa + świetna lokalizacja (2 minuty spacerkiem do metra KaDeWe). Obok hotelu jest parking publiczny - płatnośc w parkometrach wychodzi poniżej 10Eur.","Małe problemy z zapchanym odpływem prysznicowym.","",
