"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Michael","Belgium","","9.2","Superb","27 February 2014","The I 10 minutes to Alexanderplatz, can go. And can three stadium by tram ride. Berlin Mitte. Super ...","The Internet. Is too expensive. Pay yes. But not too expensive!","","Das ich 10 min zu Alexanderplatz , gehen kann . Und drei Stadion mit der Straßenbahn , fahren kann. Berlin Mitte . Super ...","Das Internet . Ist zu teuer  . Bezahlen ja . Aber nicht zu teuer !","",
"Hans","Sweden","","10","Exceptional","26 February 2014","Absolutely Fantastic","","","Fräscht , trevligt","","",
"Michael","Netherlands","Solo traveller","8.8","Fabulous","26 February 2014","Excellent rooms with good beds. Quiet location and good breakfast.","","","Prima kamers met goede bedden. Rustige lokatie en prima ontbijt.","","",
"OAruz","Turkey","Couple","6.7","Pleasant","25 February 2014","Cleaning
Order
Proximity to City Center
Free Coffee
Lighting","Small room
Wrong twin room
Empty Minibar
No bath tub","","Temizlik
Düzen
Şehir Merkezine Yakınlık
Ücretsiz Kahve
Işıklandırma","Küçük oda
Yanlış yataklı oda
Boş Minibar
Küvet yok","",
"Ferdinando","Italy","Couple","9.6","Exceptional","25 February 2014","A few hundred meters from the 'Alexanderplatz square with tram and bus stop in front at 100m ... what to say more? It is the fifth time that I go to Leonardo and to me a point of reference in Berlin","","","A qualche centinaio di metri dall' Alexanderplatz  con fermata del bus davanti e tram a 100metri...cosa dire di più? E'la quinta volta che vado al Leonardo e per me un punto di riferimento a Berlino","","",
"Rolf","Germany","Couple","8.8","Fabulous","25 February 2014","","Parking fee 18, - € per day too high.","","","Parkplatzgebühr 18,-€ je Tag zu hoch.","",
"Matthias","Germany","Couple","9.6","Exceptional","25 February 2014","Receiving very good","","","Empfang sehr gut","","",
"Roberto","Italy","Couple","6.3","Pleasant","25 February 2014","Structure of the room","Reception staff rude and unqualified","","Struttura della camera","Personale reception non qualificato e scortese","",
"Cinzia","Italy","Couple","7.5","Good","25 February 2014","The location, close to Alexanderplatz, is strategic for visiting the city.","The wifi for a fee;
The staff is not very welcoming.","","La posizione, vicina ad Alexanderplatz, è strategica per visitare tutta la città.","Il wifi a pagamento;
Il personale non è molto accogliente.","",
"Jordi","Spain","Couple","9.2","Superb","24 February 2014","","NO WIFI !","","","NO WIFI !","",
"Karl","Germany","Couple","8.8","Fabulous","24 February 2014","all the best","high parking fees .-- 18 euros daily.","","alles bestens","hohe Parkplatz gebühren 18.-- Euro tägl.","",
"Peter","Finland","Couple","9.2","Superb","22 February 2014","The room tidy.
Breakfast is great.
The staff helpful and friendly and multilingual.
I'll be happy to return.","The price was different than what was obtained through Booking.com. I paid 295 € 245sijasta.
In-room internet costs too much. I did not use this service. It was cheaper to buy a local prepaid subscription. Online room does not have a printer so I could print a boarding pass: ia my flight, but I had to make the check-in in the traditional airport. In the lobby there is no WLAN as many hotels have.","","Huone siisti.  
Aamiainen loistava.
Henkilökunta avuliasta ja ystävällistä sekä kielitaitoista.
Tulen mielelläni takaisin.","Hinta oli eri kuin mikä saatiin Booking.com kautta. Maksoin 295€  245sijasta. 
Huoneen internet maksaa aivan liikaa. En käyttänyt tätä palvelua. Oli halvempaa ostaa paikallinen prepaid liittymä. Nettihuoneessa ei ole tulostinta joten en voinut tulostaa boarding-pass:ia lennolleni vaan jouduin tekemään check-in:in perinteisesti lentokentällä. Hotellin aulassa ei ole wlan:ia kuten monissa hotelleissa on.","",
"Bibi","Denmark","Couple","10","Exceptional","21 February 2014","Good breakfast, nice room, centrally located.","","","God morgenmad, dejlig værelse, central beliggende.","","",
"Niklas","Germany","Couple","6.3","Pleasant","19 February 2014","","Hair in the bed, stains on the wall and curtains, dust everywhere unkender corner !!! After complaining free Upgrate as spots in the bed sheets had been changed after appeal!","","","Haare im Bett , Flecken an der Wand und in Vorhängen, Staub überall unkender Ecke !!! Nach Beschwerde kostenloses Upgrate, da waren Flecken im Bettlacken wurde nach Beschwerde gewechselt!","",
"Dan","Germany","Solo traveller","6.7","Pleasant","19 February 2014","Nice gym and sauna","Very expensive internet and breakfast","","Хороший спортзал и сауна","Очень дорогой интернет и завтрак","",
"Thiago","Germany","Couple","8.8","Fabulous","12 February 2014","Very good and comfortable rooms. Showers with enough pressure and accept pets for a cost of 15 euros p / day. Leave bed and mineral water for your pet. Has a small tourism agency in the hotel.","And no Internet and the service lacking.","","Quartos muito bons e confortaveis. Chuveiros com bastante pressao e aceitam animais de estimacao por um custo de 15 euros p/ dia. Deixam cama e agua mineral para o seu pet. Tem uma pequena agencia de turismo no hotel.","Internet nao e gratuita e o atendimento deixa a desejar.","",
"Manfred","Germany","Couple","10","Exceptional","12 February 2014","Very good hotel, very friendly staff","","","Sehr gutes Hotel, besonders sehr freundliches Personal","","",
"Enrico","Italy","Couple","5.4","Passable","11 February 2014","Gentili at reception","The cost of breakfast and dearest
And wifi priced out of the Normal 8 euro all time","","Gentili alla reception","Il costo della colazione caRissimo e 
E wifi a prezzi fuori dal Normale 8 euro all ora","",
"Clara","Italy","Solo traveller","10","Exceptional","11 February 2014","Hotel clean and comfortable, modern and efficient. Gentilusso the staff, especially the lady in the bar, very kind, indeed greeting dearly","","","Hotel pulito e confortevole, moderno ed efficiente. Gentilusso il personale, soprattutto la Signora del bar,  gentilissima, anzi la saluto caramente","","",
"lope","Italy","Solo traveller","8.3","Very good","10 February 2014","Central position. Perfect for those traveling on business.
Excellent value for money.","","","Posizione centralissima. Perfetto anche per chi viaggia per lavoro.
Ottimo rapporto qualità prezzo.","","",
"Claudio","Spain","Couple","7.5","Good","8 February 2014","","Wifi de pago!!","","","Wifi de pago!!","",
"Peter","Austria","Solo traveller","9.2","Superb","1 February 2014","The rooms are very nice and the staff is friendly! The bar is also an asset to the hotel.","The fee-based Wi-Fi is as always in such cases, a shortcoming!","","Die Zimmer sind sehr schön und das Personal ist freundlich! Auch die Bar ist ein Gewinn für das Hotel.","Das kostenpflichtige WLAN ist wie immer in solchen Fällen ein Manko!","",
"Ralph","Germany","Couple","9.6","Exceptional","30 January 2014","Features and size of the room.
Fitness and sauna.
Friendly staff","Sauna services could also be offered like in the winter mornings.","","Ausstattung und Größe des Zimmers.
Fitness und Sauna.
Freundlichkeit Personal","Saunaangebot könnte im Winter auch gerne vormittags angeboten werden.","",
"Lorenzo","Italy","Couple","8.3","Very good","26 January 2014","Comfort","Shortly connected with public transport","","Comodità","Poco collegato con trasporti pubblici","",
"Allan","Denmark","Couple","6.7","Pleasant","26 January 2014","Good atmosphere and very service-minded staff","Buffet breakfast, parking and Internet acquisitions and too expensive. The total price is not attractive","","God stemning og meget serviceminded personale","Morgenbuffet, parkering og internet er tilkøb og alt for dyrt. Den samlede pris er ikke attraktiv","",
"Daniel","Italy","Family","9.6","Exceptional","24 January 2014","All","Well .... it is not totally negative but if they had WiFi
free .... They would score a golazo ...., breakfast but something costosito
would end well worth it but in general very good lines
100% recommended hotel ...","","Todo","Bueno....no es que sea algo totalmente negativo pero si tuvieran WiFi
free.... Se anotarían un golazo...., El desayuno algo costosito pero al
final diría bien vale la pena pero en lineas generales muy buen
hotel...recomendable 100%","",
"Ralf","Germany","Couple","9.2","Superb","24 January 2014","","The price of € 19.00 per breakfast is extremely high","","","Der Preis von € 19,00 pro Frühstück ist enorm hoch","",
"Emmanoyil","Greece","Couple","4","Disappointing","22 January 2014","","the personnel at the reception was very agenestatoi and poly
afiloxenoi..den will again pigaina..to internet gia7 days 90 € while
had to be free ... sucked","","","το πρωσόπικο στη ρεσεπσιον ήταν πολυ αγενεστατοι και πολυ
αφιλοξενοι..δεν θα ξανά πήγαινα..το internet για7 μέρες 90 € ενώ θα
έπρεπε να ειναι free...ήταν χαλια","",
"Vittorio","Italy","Couple","9.6","Exceptional","22 January 2014","","Two twin beds instead of one double","","","Due letti singoli invece di uno matrimoniale","",
"Belén","Spain","Couple","7.9","Good","21 January 2014","The hotel near the center genial.Muy walk and well connected","","","El hotel genial.Muy cerca del centro andando y bien comunicado","","",
"Sanne","Denmark","Couple","7.5","Good","21 January 2014","A very good experience at Christmas. Opulent breakfast buffet and professional staff in the restaurant. Christmas Eve was pure luxury with a personal servant who waited up. All in all a lovely stay. Highly recommend the hotel. It is perfectly located within walking distance of pretty much everything.","The staff at the front desk so we did not smile once. When obtaining it seemed almost as if we were a bother.","","En rigtig god oplevelse i julen. Overdådigt morgenbuffet og professionelt personale i restauranten. Juleaften var ren luksus med personlig tjener der vartede op. Alt i alt et dejligt ophold. Kan varmt anbefale hotellet. Det ligger perfekt i gå afstand fra stort set alt.","Personalet i receptionen så vi ikke smile en eneste gang. Ved henvendelse virkede det nærmest som om vi var til besvær.","",
"Roger","Switzerland","Solo traveller","9.2","Superb","14 January 2014","Everything except the Wi-Fi access.","For wireless access, the hotel will ibahn for three days proud € 45 to the bill. The network proved to be but as so slowly that my newspaper that is downloaded at home in 10 seconds, almost a quarter of an hour needed for the same power. From streaming video or -Downloading not to speak.","","Alles ausser dem WLAN-Zugang.","Für den WLAN-Zugang über ibahn setzt das Hotel für drei Tage stolze € 45 auf die Rechnung. Das Netz erwies sich aber als so langsam, dass meine Tageszeitung, die zu Hause in 10 Sekunden downgeloaded ist, fast eine Viertelstunde lang brauchte für die gleiche Leistung. Vom Video-Streaming oder -Downloading gar nicht zu reden.","",
"Sergei","Germany","Group of friends","6.3","Pleasant","13 January 2014","","Wi-Fi is free of charge","","","Wifi on maksullinen","",
"Elena","Russia","Group of friends","8.8","Fabulous","12 January 2014","very comfortable rooms, lovely staff","The rooms do not have internet. Internet paid 12 euros per night","","очень комфортные номера, прекрасный персонал","В номерах нет интернета. Интернет платный 12 евро в сутки","",
"Stefano","Italy","Family","7.5","Good","10 January 2014","The location is very convenient and value for money as well.","For stars declared the hotel staff is just enough (there is no concierge, the English language of the receptionist is very basic) and there is a real hall where wait or converse.","","La posizione è molto comoda ed il rapporto qualità prezzo altrettanto.","Per le stelle dichiarate dall'hotel lo staff è appena sufficiente (non c'è il concierge, la lingua inglese dell'addetta alla reception è molto elementare)e non c'è una vera e propria hall dove attendere o conversare.","",
"Paolo","Italy","Couple","8.3","Very good","9 January 2014","The hotel deserves a 4 star really nice and in a beautiful location. The staff and a bit 'sour for my taste.
The room very clean. The food is good.","The lack of free wifi.
What five thing too expensive (18 euro per person breakfast, a wine bot of water 6 euro) a robbery.
For the rest, and a beautiful hotel in a 2-minute walk from Plaza alexander","","L'albergo merita di essere un 4 stelle veramente bello e in una bellissima posizione. Lo staff e un po' acido per i miei gusti.
La stanza molto pulita. Si mangia bene.","La mancanza del wifi gratuito.
Qual cinque cosa troppo costosa, ( colazione 18 euro a persona, una bottigli di acqua 6 euro) una rapina.
Per il resto e un bellissimo albergo a 2 minuti a piedi da alexander Plaza","",
"Siegfried","Germany","Couple","8.8","Fabulous","7 January 2014","Parking,
good breakfast","","","Parkmöglichkeiten,
gutes Frühstück","","",
"Andrea","Germany","Group of friends","10","Exceptional","7 January 2014","Overall, we liked it very well. we would book the hotel again at any time.","","","Insgesamt hat es uns sehr gut gefallen. wir würden das Hotel jederzeit wieder buchen.","","",
"Els","Belgium","Couple","7.5","Good","6 January 2014","breakfast was good, the rooms were taken care of.","a little more variety in the breakfast would be good.
Nowhere free Wifi, which is a 4 star hotel would not be missed.","","ontbijt was goed, de kamers waren verzorgd.","iets meer variatie in het ontbijt zou goed zijn.
Nergens gratis Wifi, wat voor een 4 sterren hotel toch niet mag ontbreken.","",
"Lars","Germany","Couple","9.2","Superb","5 January 2014","All around a successful New Year's Eve stay with great value for money!
Big plus for very good breakfast buffet and great staff!","","","Rundum gelungener Silvesteraufenthalt mit bestem Preis-Leistungsverhältnis!
Großes Plus für sehr gutes Frühstücksbuffet und super Personal!","","",
"J.h.","Netherlands","Couple","7.5","Good","3 January 2014","close to city center","lege minibar","","dichtbij stadscentrum","lege minibar","",
"Rena","Germany","Couple","9.6","Exceptional","30 December 2013","Super nice hotel in a great location.","","","Super schönes Hotel in einer tollen Lage.","","",
"Bianca","Germany","Couple","6.3","Pleasant","26 December 2013","The large shower
The location","Lack of storage space in the bathroom
Cobwebs in the bathroom and room
Rolls under the bed","","Die große Dusche
Die Lage","Fehlende Abstellmöglichkeiten im Bad
Spinnweben im Bad und Zimmer 
Rollen unter dem Bett","",
"Canel","Belgium","Couple","9.6","Exceptional","21 December 2013","reception
super breakfast
Room
service, in general,","nothing","","ontvangst
ontbijt super
kamer
service in het algemeen","niets","",
"Francesco","Italy","Couple","9.6","Exceptional","20 December 2013","the availability and kindness of the staff. at the front desk are always present and very kind.","","","la disponibilità e gentilezza del personale. alla reception sempre presenti e molto gentili.","","",
"Bjoern","Germany","Couple","7.9","Good","14 December 2013","Rooms were comfortable and clean. Absolutely soundproof windows, we have not heard anything from traffic. The breakfast left nothing to be desired. Good location (close to Alexanderplatz).
We will decide at the next Berlin stay there again for this hotel.","","","Zimmer waren komfortabel und sauber. Fenster absolut schalldicht, wir haben nichts vom Verkehr gehört. Das Frühstück hat keine Wünsche offen gelassen. Gute Lage (Nähe zum Alexanderplatz).
Wir werden uns beim nächsten Berlin-Aufenthalt auf jeden Fall wieder für diese Hotel entscheiden.","","",
"Jessica","Spain","Couple","9.2","Superb","13 December 2013","the bed was very very comfortable and the pillows BUENISIMAS.
well-assorted breakfast.
All great repeat if I had to go back!","There was a shower rather than a bath i kinda small but very clean bathroom.","","la cama era muy muy cómoda y las almohadas buenísimas.
desayuno bien variado.
Todo genial repetiría si tuviera que volver!","Habia ducha en vez de bañera i el baño un poco pequeño pero muy limpio.","",
"Päivi","Finland","Family","7.1","Good","11 December 2013","Service generally hyvää.Siistit rooms.","The bar service slow.
Maid crashed into the room in the morning and 9.20 in your card without knocking.","","Palvelu yleisesti hyvää.Siistit huoneet.","Baarin palvelu hidasta.
Siivooja syöksyi huoneeseen aamulla 9.20 omalla kortilla ja koputtamatta.","",
"Michael","Germany","Couple","8.3","Very good","7 December 2013","All the staff were very accommodating to us.We have felt very comfortable.","","","Alle Mitarbeiter waren sehr zuvorkommend zu uns.Wir haben uns sehr wohl gefühlt .","","",
"Hans","Germany","Couple","5.8","Okay","7 December 2013","Good location
- Very quiet","Description of the deluxe double room did not correspond approximately to the reality. Expectation was not fulfilled, as for example
- No minibar
- Inadequate seating area (only 1 seat)
- Bed with one side against the wall
- No bath
I would next time opt for a Classic room.",""," Gute Lage
- sehr ruhig","Beschreibung des Deluxe-Doppelzimmers entsprach nicht annähernd der Realität. Erwartung wurde nicht erfüllt, da z.B. 
- keine Minibar
- unzureichende Sitzecke (nur 1 Sitzgelegenheit)
- Bett mit einer Seite direkt an der Wand
- keine Badewanne
Würde mich nächstes Mal für ein Classic-Zimmer entscheiden.","",
"Denis","Germany","Solo traveller","8.8","Fabulous","6 December 2013","I have been there more often and would stay here again;
breakfast I find very good","This time the room has something stinky, I have aired longer","","ich war schon öfter dort und komme gerne wieder;
das Frühstück finde ich sehr gut","diesmal hat das Zimmer etwas gemüffelt, ich habe länger gelüftet","",
"Wolfgang","Germany","Couple","8.8","Fabulous","6 December 2013","The service and friendliness of the staff was great.","","","Der Service und die Freundlichkeit des Personals war super.","","",
"Beatrice","Switzerland","Couple","7.1","Good","5 December 2013","The location","No koxtenloses wi-fi at the present time","","Die Lage","Kein koxtenloses wi-fi in der heutigen Zeit","",
"Karsten","Germany","Couple","10","Exceptional","2 December 2013","alles OK","I'm not a fan of open baths.","","alles OK","Ich bin kein Fan von offenen Bädern.","",
"Sinikka","Finland","Solo traveller","8.8","Fabulous","28 November 2013","Actually, one of the best hotels where I've been. Everything went extremely smoothly","","","Oikeastaan yksi parhaimmista hotelleista, missä olen käynyt. Kaikki sujui tavattoman sujuvasti","","",
"Michael","Belgium","Solo traveller","10","Exceptional","26 November 2013","Everything was good.","","","Alles war gut.","","",
"Maik","Germany","Solo traveller","7.1","Good","21 November 2013","","The additional cost for parking.","","","Die zusätzlichen Kosten für einen Parkplatz.","",
"Brian","Netherlands","Group of friends","9.6","Exceptional","19 November 2013","Excellent hotel
clean and good food and service!","","","Uitstekend hotel 
schoon en goed eten en bediening !","","",
"Dolores","Italy","Couple","7.5","Good","8 November 2013","new hotel, comfortable room although smaller than expected.
Good location and well served by public transport.","Breakfast price is too high, so we did not use.","","albergo nuovo, stanza confortevole anche se più piccola delle aspettative.
Buona posizione e ben servito dai trasporti pubblici.","prezzo della colazione troppo elevato, pertanto non ne abbiamo usufruito.","",
"Rosella","Italy","Couple","7.9","Good","7 November 2013","Room comfortable, quiet, and attractive design. Hotel location great for getting around the city, either on foot or by public transport.","No channels in Italian tv
(Despite the presents of several Italian at the hotel) and breakfast really too expensive.","","Stanza confortevole, silenziosa, e di design gradevole. Posizione dell'hotel ottima per girare la città, sia a piedi che con mezzi pubblici.","Nessun canale italiano nella tv 
(nonostante la presenta di parecchi italiani in hotel) e colazione veramente troppo cara.","",
"Antonio","Italy","Couple","9.2","Superb","4 November 2013","The friendliness and efficiency of staff.","Missing the blinds!","","La cordialità e l'efficienza dello staff.","Mancano le tapparelle!","",
"Cecile","Belgium","Couple","8.8","Fabulous","3 November 2013","","1 The price of the breakfast buffet: indeed wonderful offer but quite expensive. 2 Wi-Fi only against (hefty) fee.","","","1. De prijs van het ontbijtbuffet: weliswaar schitterend aanbod maar behoorlijk duur. 2. Wi-Fi enkel tegen (fikse) betaling.","",
"Steffen","Germany","Couple","7.1","Good","1 November 2013","The deluxe double room is tastefully decorated.
- Hotel is centrally located to the sights of Berlin Mitte.
- Language skills of the staff are very good.","I hate it in a double bed only to have a large common blanket.
- The bathroom and laundry area is open, an absolute no-go !!!
- Light for WC is coupled only to the bathroom area. If you would like to visit again in the evening, the toilet, the partner is equally aroused by the flood lights in the bathroom.
- Breakfast was so quot but fine for a &; Royal Hotel & quot; inadequate and uninspired
- The climate of the staff is the guest with respect to (partially) typical Berlin Erich. We often missing the feeling of being welcome!
- Not enough parking",""," Das Deluxe Doppelzimmer ist geschmackvoll eingerichtet. 
- Hotel liegt sehr zentral zu den Sehenswürdigkeiten von Berlin Mitte. 
- Sprachkenntnisse des Personals sind sehr gut."," Ich hasse es in einen Doppelbett nur eine große gemeinsame Bettdecke zu haben. 
- Der Bad und Waschbereich ist offen, ein absolutes NoGo!!!
- Lichte für WC ist nur mit den Badbereich gekoppelt. Wenn man zum Abend noch mal das WC aufsuchen möchte, wird der Partner gleich durch die Lichterflut im Badbereich geweckt. 
- Frühstück war so in Ordnung aber für ein "Royal Hotel" ungenügend und ideenlos 
- Das Klima des Personals den Gast gegenüber ist (teilweise) typisch Berlinerich. Wir vermissten oft das Gefühl Willkommen zu sein!
- Zu wenig Parkplätze","",
"Florian","Germany","Couple","10","Exceptional","31 October 2013","Good location, modern decor, good breakfast buffet","Not enough parking","","Gute Lage, modern eingerichtet, gutes Frühstücksbüffet","Zu wenig Parkmöglichkeiten","",
"Nuria","Spain","Couple","7.5","Good","31 October 2013","Best breakfast in quality and quantity.","Maybe just a little space the room.","","Lo mejor el desayuno de calidad y en cantidad.","Quizás un poco justas de espacio las habitación.","",
"Bjarne","Denmark","Couple","9.6","Exceptional","29 October 2013","Friendly and welcoming staff, great room, super location.","get P options on site.","","Venligt og imødekommende personale, godt værelse, super beliggenhed.","få P muligheder på selve hotellet.","",
"Mathias","Germany","Family","6.7","Pleasant","29 October 2013","tastefully decorated rooms, very good and rich breakfast buffet","Bathroom without lockable doors, poor lighting in the bathroom, little practical device, especially in the bathroom","","geschmackvoll eingerichtete Zimmer, sehr gutes und reichhaltiges Frühstücksbüffett","Bad ohne abschließbare Türen, schlechte Beleuchtung im Bad, wenig praktische Einrichtung insbesondere im Bad","",
"Ralph","Germany","Couple","9.6","Exceptional","28 October 2013","central location, large room, clean, well-equipped bathroom, friendly staff","no parking space reservation possible to later evening hour was no more parking free ... if I write that a park space reservation is not needed, then one must assume that you always get a hotel pitch spot, otherwise you write better ,, park space reservation is not possible .. ..","","zentrale lage, große zimmer, sauber, gut ausgestattetes bad, freundliches personal","keine parkplatzreservierung möglich, zu später abendstunde war kein parkplatz mehr frei...wenn ich schreibe, dass eine parkplatzreservierung nicht nötig ist, dann darf man davon ausgehen, dass man immer einen hotelstellplatz bekommt, ansonsten schreibt man besser,,parkplatzreservierung nicht möglich....","",
"Johannes","Germany","Couple","8.8","Fabulous","28 October 2013","We liked it very well, that the location and the staff is friendly and very good.
Also, the breakfast offer is varied and good.
The language skills of the staff in relation to foreign languages ​​is extensive.","","","Uns hat es besonders gut gefallen, dass die Lage und das Personal sehr gut ist bzw. freundlich.
Außerdem ist das Frühstucksangebot vielseitig und gut.
Die Sprachkenntisse des Personals bezogen auf Fremdsprachen ist umfangreich.","","",
"Elisabetta","Italy","Couple","8.3","Very good","24 October 2013","the breakfast room","the inconvenience of the first day where we were moved to hotel","","la camera la colazione","il disguido del primo giorno dove ci hanno spostato di hotel","",
"Silvia","Germany","Couple","9.6","Exceptional","21 October 2013","The room was spacious, clean and quiet.
The staff was very attentive and helpful.
We will be happy to stay there again when it arises.","","","Das Zimmer war geräumig, sauber und ruhig.
Das Personal ausgesprochen aufmerksam und hilfsbereit.
Wir werden gerne wieder dort absteigen, wenn es sich ergibt.","","",
"Markus","Germany","Couple","7.5","Good","20 October 2013","","Rooms could be a bit bigger. Bad sparsely tiled.
Wall next to toilet and sink area without tiles - in the long run not very hygienic.","","","Zimmer könnten etwas größer sein. Bad nur spärlich gefliest.
Wand neben Toilette und Waschbeckenbereich ohne Fliesen - auf Dauer nicht sehr hygienisch.","",
"Detlef","Germany","Couple","7.5","Good","18 October 2013","Friendly staff","No detached bathroom but an open bathroom without shower","","Freundliches Personal","Kein abgetrenntes Bad sondern ein offenes Bad ohne Dusche","",
"Gottardo","Switzerland","Couple","9.2","Superb","18 October 2013","Close enough to the center but quiet, clean, comfortable, affordable price","The fact that the price for breakfast is excessive, the board near the bar where breakfast was great and convenient","","Abbastanza vicino al centro ma tranquillo, pulito, confortevole, prezzo conveniente","Il fatto che il prezzo per la colazione sia eccessivo, consiglio il bar vicino dove la colazione era ottima e conveniente","",
"Vesa","Finland","Family","7.9","Good","17 October 2013","A big city with a lot to watch the next trip in mind. Affordable prices","The weather was not the best - it rained almost every day","","Iso kaupunki, jossa oli paljon katsottavaa myös seuraavaa matkaa ajatellen. Edullinen hintataso","Sää ei ollut paras mahdollinen - satoi vettä melkein päivittäin","",
"Priscilla","France","Group of friends","7.9","Good","15 October 2013","The hotel is close to the city center and close to public transport.
The room is very clean and like the photos.
Spa relaxation is great, especially after a long day of sightseeing !!!","","","L'hôtel est très proche du centre ville et à proximité des transports en commun .
La chambre est très propre et comme sur les photos .
Le Spa détente est super ,surtout après une bonne journée de visite !!!","","",
"Nina","Germany","Couple","8.3","Very good","13 October 2013","","Internet upcharge","","","Internet gegen aufpreis","",
"Henk","Netherlands","Couple","9.2","Superb","9 October 2013","The quality of the hotel as a whole, the location and accessibility.","The high prices for parking at the hotel for breakfast and internet use.","","De kwaliteit van het hotel als geheel, de ligging en de bereikbaarheid.","De hoge prijzen voor een parkeerplaats van het hotel, voor het ontbijt en voor het gebruik van internet.","",
"Judith","Netherlands","Couple","7.5","Good","9 October 2013","friendly
Breakfast
location","heat to the room
room to room","","vriendelijk
ontbijt
ligging","hitte op de kamer
ruimte op kamer","",
"Theo","Germany","Solo traveller","7.1","Good","8 October 2013","es war alles ok","except that no car space was available and to my car one night had to be parked outside .....","","es war alles ok","mit Ausnahme, dass kein PKW Platz buchbar war und mein Auto eine Nacht ausserhalb geparkt werden musste.....","",
"J.m.","Netherlands","Couple","9","Superb","8 October 2013","Welcome reception.
The present CONCIERGE, really super !!
Connections with public transport, perfect!","Once a window is open a lot of traffic noise .....
Sometimes emphatically tolling of the church bell.
Operating restaurant !!!","","Ontvangst receptie.
De aanwezige CONCIERGE, echt super !!
Verbindingen met het OV, perfect !","Zodra er een raam openstaat erg veel verkeerslawaai.....
Soms nadrukkelijk gebeier van de kerkklok.
Bediening restaurant !!!","",
"Wolfgang","Denmark","Group of friends","8.8","Fabulous","6 October 2013","The room and the bathroom appears new, comfortable and everything works. The breakfast table is bulky and delicious","Wifi connectivity from expensive and the less expensive solution is almost useless.","","Værelset og badeværelset fremstår nye, komfortable og det hele virker. Morgenbordet er omfangsrigt og lækkert","Wifi-opkoblingen er dyr og den lidt billigere løsning er næsten ubrugelig.","",
"Pierre","France","Couple","8.3","Very good","6 October 2013","The comfort and tranquility","The two single beds side by side","","Le confort et la tranquillité","Les deux petits lits cote à cote","",
"Vinicio","Italy","Couple","9.6","Exceptional","2 October 2013","The location, the breakfast plentiful and varied although a bit 'expensive. Room large and comfortable.","","","La posizione, la colazione abbondante e varia anche se un po' costosa. Camera grande e confortevole.","","",
"Josef","Austria","Couple","9.2","Superb","1 October 2013","very clean, centrally located,
total Recommend","","","sehr sauber, zentral gelegen,
insgesamt weiterzuempfehlen","","",
"Nikolay","Russia","Group of friends","7.5","Good","29 September 2013","Condition (location, food, rooms, service, etc.) correspond to the price","Dear, paid, slow wifi internet.","","Условия проживания (местоположение, еда, номера, обслуживание и т.д.) соответствуют цене","Дорогой , платный , медленный wifi интернет.","",
"Marco","Italy","Couple","7.5","Good","25 September 2013","Close to Alexander Platz (10 minutes walk) but in a quiet area. Staff friendly and helpful with directions and advice but do not speak Italian, English only. Room overall good. Good quality / price ratio, appropriate to the category.","The second day we did not find the towels in the bathroom. We have asked the cleaning woman in the hallway who gave them to us immediately. We never had breakfast at the hotel because an expensive proposition. Starbucks for breakfast advice to Alexander Platz.
For the rest all Ok.","","Vicino ad Alexander Platz (10 minuti a piedi) ma in zona tranquilla. Staff gentile e disponibile a dare indicazioni e consigli ma non parlano italiano, solo inglese. Camera nel complesso buona. Buon rapporto qualità/prezzo, adeguato alla categoria.","Il secondo giorno non abbiamo trovato gli asciugamani in bagno. Li abbiamo chiesti alla donna delle pulizie in corridoio che ce li ha dati subito. Non abbiamo mai fatto colazione in hotel perchè un pò costosa. Per colazione consiglio Starbucks ad Alexander Platz.
Per il resto tutto Ok.","",
"Bert","Belgium","Couple","9.6","Exceptional","25 September 2013","Extensive breakfast
Nice big rooms
helping
good location
ideal parking","","","Uitgebreid ontbijt
Mooie grote kamers
hulpzaam
goede ligging
ideale parkeerplaats","","",
"Heidi","Switzerland","Couple","8.3","Very good","15 September 2013","Super breakfast, cool bar, nice decor.","Narrow room","","Super Frühstück, coole Bar, schöne Einrichtung.","Enge Zimmer","",
"Paul","Netherlands","Solo traveller","8.8","Fabulous","13 September 2013","Great hotel, good location, good breakfast, comfortable rooms","Extra pay for WiFi, in this kind of hotels should this be included in the price","","Prima hotel, goede locatie, goed ontbijt en comfortabele kamers","Extra betalen voor WiFi, in dit soort hotels hoort dit bij de prijs inbegrepen te zijn","",
"Berit","Norway","Couple","9.2","Superb","11 September 2013","Sentralt located in an interesting town, neat beds, double hard good lunch.","","","Sentralt beliggende i en interessant bydel,  nydelige senger, svært god frokost.","","",
