"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Thomas","Germany","Solo traveller","10","Exceptional","18 September 2013","Ventilation system, you need not open a window. Room good size. Breakfast was very good.","Noise from the adjacent S-Bahn","","Lüftungsanlage, man brauchte kein Fenster öffnen. Zimmer angenehm gross. Frühstück sehr gut.","Lärm von der benachbarten S-Bahn","",
"Magdalena","Poland","Couple","9.2","Superb","15 September 2013","parking","traveled with underground parking-you have to engage staff","","miejsca parkingowe","wyjazd z parkingu podziemnego-trzeba angażować personel","",
"Alessandro","Italy","Family","10","Exceptional","11 September 2013","Absolutely everything is OK, location, area, value for money, multilingual staff, availability, short, really everything very well","Nothing negative.
If we really want to get nit there is no breakfast included which costs a little expensive, but there is a bar near very good for all types of breakfast (sweet / salty) and at prices very normal, in addition to this, the entrance to the elevator access is not the best walls a little scuffed and minimum brightness ...... but really it is a detail, it is highly recommended","","Assolutamente tutto OK, posizione, zona, rapporto qualità prezzo, personale multilingua, disponibilità, insomma davvero tutto molto bene","Nulla di negativo.
Se vogliamo proprio trovare il pelo nell'uovo c'è la colazione non inclusa che costa un pò cara, ma vicinissimo c'è un bar davvero molto buono per colazioni di tutto tipo (dolce/salato) e a prezzi normalissimi, oltre a questo, l'entrata per l'accesso all'ascensore non è il massimo con pareti un pò scrostate e luminosita minima......ma davvero è un dettaglio, è comunque consigliatissimo","",
"Lydia","France","Group of friends","5.8","Okay","7 September 2013","Spacious, air-conditioned, comfortable, well-appointed.
Private parking behind the hotel + a large underground parking.
Conveniently located near the S-Bahn station.
A large bathroom.","For this trip of ten days:
A reception, changing constantly and rapidly overwhelmed (ex for use during a malfunction of safe, waiting in vain for 45 minutes staff. To home this time was on the staff the input of many people. problem was solved the next morning by a run on the phone handling).
The lack of privacy in the bathroom due to the interior design, glass enclosures limited in height.
The elevator dedicated to customers and allowing direct access to the corridors of the various stages from home, broke down during our stay. We used a lift service organization at the entrance of the hotel.
Failure of general hygiene:
succinct cleaning toilets, dusting the room, and sheets not changed during our stay.
A nice concept, but bad management to the detriment of the customer.","","Chambre spacieuse, climatisée, confortable, bien agencée.
Parking privé derrière l'hôtel + un grand parking souterrain.
Bien situé à proximité d'une station S-Bahn.
Une grande salle de bain.","Pour ce séjour d'une dizaine de jours :
A l'accueil, le personnel changeant constamment et rapidement débordé ( un ex. pour l'utilisation lors d'un défaut de fonctionnement du coffre-fort, attente vaine de 45 mn; à l'accueil à ce moment-là le personnel effectuait l'entrée de plusieurs personnes. Le problème a été résolu le lendemain matin par une manipulation gérée au téléphone).
Le manque d 'intimité de la salle de bain due à l'architecture intérieure, parois en verre limitée en hauteur.
L'ascenseur dédié à la clientèle et permettant l'accès direct aux couloirs des différents étages à partir de l'accueil, était en panne durant tout notre séjour. Nous utilisions un ascenseur de service annexe à l'entrée de l'hôtel.
Le manquement d'hygiène général :
nettoyage succinct des sanitaires, dépoussiérage de la chambre, et les draps non changés durant notre séjour.
Un beau concept, mais gestion déplorable au préjudice du client.","",
"Patrycja","Poland","Couple","9.2","Superb","6 September 2013","helpful and friendly staff, nicely decorated room, clean, close to the S-bahn and quick access to the center","Glazed Toilet","","pomocny i miły personel, ładnie urządzony pokój, czysto, blisko do stacji S-bahn i szybki dojazd do centrum","przeszklona toaleta","",
"Paolo","Italy","Group of friends","7.5","Good","3 September 2013","cleanliness and location.","difficulty of communication with the staff, the cost of breakfast.","","pulizia e posizione.","difficolta di comunicazione con lo staff, costo della colazione.","",
"Luciano","Italy","Group of friends","7.1","Good","3 September 2013","the position","the price of breakfast","","la posizione","il prezzo della colazione","",
"Andres","Colombia","Couple","7.9","Good","1 September 2013","All according to the hotel rate. Good location, near metro station and variety of restaurants in the area.","The sheets could be changed more often.","","Todo acorde a la tarifa del hotel. Ubicación buena, estación de metro cerca y variedad de restaurantes en la zona.","Las sábanas las podrían cambiar más seguido.","",
"Benedetta","Italy","Couple","8.8","Fabulous","26 August 2013","Large and comfortable room. Metro station very close","","","Camera ampia e confortevole. Stazione della metro molto vicina","","",
"Renate","Germany","Family","3.8","Poor","24 August 2013","Zentral located","The hotel I would not recommend it.
The dust in the room was clearly old, and begat by any regular care of the furniture, the bathroom had a shower curtain that I had not written normally with a barge pole, so came the mold musty odor in the bathroom.
The hotel is located directly on the web, so centrally located, but also correspondingly noisy.
This hotel I would not book case again.
We left early.","","Zentral gelegen","Das Hotel würde ich nicht empfehlen. 
Der Staub im Zimmer war deutlich alt und zeugte von keiner regelmäßigen Pflege des Mobiliars, das Bad verfügte über einen Duschvorhang, den ich im Normalfall nicht mit der Kneifzange abgefasst hätte, daher kam auch der Schimmel-Muffgeruch im Bad.
Das Hotel liegt direkt an der Bahn, damit zentral gelegen, aber auch dementsprechend laut.
Dieses Hotel würde ich auf keinen Fall noch einmal buchen.
Wir sind vorzeitig abgereist.","",
"Pietro","Italy","Couple","9.2","Superb","23 August 2013","Proximity of public transportation, cutting to the small park in front of the hotel you arrive at the station of the S-Bahn in 1 minute.","A couple of times they have redone the room, but it was enough to hang on to handle the special sign to not have any more problems.","","Vicinanza dei mezzi pubblici, tagliando per il piccolo parco davanti all'hotel si arriva alla stazione della S-Bahn in 1 minuto.","Un paio di volte non hanno rifatto la stanza, ma è bastato appendere alla maniglia l'apposito cartello per non avere più problemi.","",
"Paola","Argentina","Solo traveller","9.2","Superb","22 August 2013","The hotel is very modern and comfortable.
The staff speak perfect Spanish.
The room is very bright and large with fridge, desk, wardrobe and all the furniture is new.
The location is very good, the area is beautiful, there are restaurants and bars nearby, the train is 2 blocks away and the Metro 7.
There is a shopping strip where are 4 blocks from the big brands to the most accessible.
The area is very safe (as almost all Berlin).
Arriving from the airport (Tegel) collectively in 40 minutes maximum (two groups, in the office of the airport reports provide the itinerary)","The breakfast 10 euros per day is expensive.
Just wifi in the lobby, but if you bring laptop computer you get a cable to connect internet, it works perfect.","","El hotel es muy moderno y confortable.
El personal habla perfecto español.
La habitacion es muy luminosa y grande, tiene frigobar, escritorio, armario y todo el mobiliario es nuevo.
La ubicación es muy buena, la zona es hermosa, hay restaurantes y bares muy cerca, el tren esta a 2 cuadras y el metro a 7.
Hay una avenida de compras a 4 cuadras donde estan desde las grandes marcas hasta las mas accesibles.
La zona es muy segura (como casi todo Berlin).
Se llega desde el aeropuerto (Tegel) en colectivo en 40 minutos maximo (dos colectivos, en la oficina de informes del aeropuerto brindan el itinerario)","El desayuno 10 euros por dia es caro.
Solo tiene wifi en el lobby, pero si llevas computadora portatil te dan un cable para conectar internet, que funciona perfecto.","",
"Nadege","France","Couple","6.7","Pleasant","22 August 2013","room, very comfortable bed (very classy and comfortable), the modern bathroom.
- Separate from the main hotel lobby, more privacy","train noise at 100m and both min: can not open the window
- No WiFi in rooms, and did not work in the same hotel",""," la chambre, le très bon lit (très classe et confortable), la salle de bain moderne.
- hôtel séparé du hall principal, plus d'intimité"," le bruit des trains à 100m et toutes les deux min: impossible d'ouvrir la fenêtre 
- Pas de Wifi dans les chambres, et ne marchait pas dans l'hôtel même","",
"Salvatore","Italy","Couple","7.5","Good","21 August 2013","Good location, near the metro !! Quiet neighborhood also exits
in the evening, with several bars and restaurants in the area !!","Missing wifi in the room, the bathroom door missing, train tracks under the house
for those light sleepers to avoid !!","","Posizione buona, vicino la metro!! Quartiere tranquillo anche per uscire
la sera, con diversi locali e ristoranti in zona!!","Manca wifi in camera, porta del bagno mancante, binari treno sotto casa
per chi ha il sonno leggero da evitare!!","",
"Klaudia","Spain","Couple","8.8","Fabulous","19 August 2013","very central
clean","a sunny day the AC seemed not cope","","muy centrico
limpio","un dia soleado el AC parecia no dar abasto","",
"Valentin","Russia","Couple","9.6","Exceptional","19 August 2013","Location is good, clean and comfortable. Price / quality.","Near S ban and quite noisy.","","Месторасположение хорошее, Чисто и уютно. Цена/качество.","Рядом S бан и достаточно шумно.","",
"Helmut","Germany","Couple","8.3","Very good","17 August 2013","The room was very spacious and tastefully decorated.","1 The shower and toilet were not closed, ie, any sounds and smells were mitzukriegen in the room.
2 Next to the hotel is passing the S-Bahn. However, you get used to it after a while.","","Das Zimmer war sehr geräumig und geschmackvoll eingerichtet.","1. Die Dusche und das WC waren nicht verschließbar, d. h. eventuelle Geräusche und Gerüche waren im Zimmer mitzukriegen. 
2. Direkt neben dem Hotel fährt die S-Bahn vorbei. Allerdings gewöhnt man sich nach einer gewissen Zeit daran.","",
"Julia","Germany","Couple","9.2","Superb","17 August 2013","The location was great because we in the middle of Berlin, almost right on the Kurfürstendamm.
Modern, new Equipment.
Air conditioning","S-Bahn next door
Breakfast a bit expensive","","Die Lage war Top, da man mitten in Berlin, fast direkt am Kudamm.
Moderne, neue Austattung. 
Klimaanlage","S-Bahn gleich nebenan 
Frühstück etwas zu teuer","",
"Bernhard","Germany","Family","7.9","Good","17 August 2013","Great location close to the center with many restaurants in the surrounding
Environment","Easy organizational problems (room was not yet upon arrival
cleaned, key card does not always work), S-Bahn trains run directly in front of the
Hotel over design does not always thought through (open bathroom, something
& Quot; simple & quot; Shower curtains, ...)","","Tolle Lage in Zentrumsnähe mit vielen Restaurants in der näheren
Umgebung","Leichte organisatorische Probleme (Zimmer war bei Anreise noch nicht
geputzt, Key-Card funktioniert nicht immer), S-Bahn fährt direkt vor dem
Hotel vorbei, Design nicht immer bis zu Ende gedacht (offenes Bad, etwas
"simple" Duschvorhänge, ...)","",
"Esa","Finland","Family","9.2","Superb","12 August 2013","Very good price laatusuhde.Todella clean rooms and a versatile aamiainen.S train station just around the corner.","Once there was a cleaning lady forgot to open the door of the room, otherwise nothing to complain about","","Erittäin hyvä hinta laatusuhde.Todella siistit huoneet ja monipuolinen aamiainen.S-juna asema aivan kulman takana.","Kerran oli siivooja unohtanut huoneen oven auki, muuten ei mitään valittamista","",
"Dariya","Israel","Couple","9.6","Exceptional","5 October 2014","","","","","","",
"Roye","Israel","Couple","8.3","Very good","28 September 2014","","","","","","",
"Tamara","Serbia","Couple","9.6","Exceptional","10 October 2014","","","","","","",
"Hilmar","Germany","Couple","7.5","Good","7 October 2014","","","","","","",
"Klaus-","Germany","Couple","7.9","Good","5 October 2014","","","","","","",
"Christian","Germany","Couple","6.7","Pleasant","5 October 2014","","","","","","",
"Tibor","Austria","Solo traveller","8.8","Fabulous","5 October 2014","","","","","","",
"Kristijan","Germany","Couple","7.1","Good","5 October 2014","","","","","","",
"Uwe","Germany","Couple","6.7","Pleasant","3 October 2014","","","","","","",
"Jennifer","Sweden","Couple","6.3","Pleasant","2 October 2014","","","","","","",
"Ulla","Finland","Couple","7.1","Good","1 October 2014","","","","","","",
"Miao","Germany","Couple","9.6","Exceptional","30 September 2014","","","","","","",
"Viktoria","Germany","Solo traveller","7.5","Good","23 September 2014","","","","","","",
"Annamaria","Germany","Couple","7.9","Verkehrsgünstige Lage, sehr gutes Preis-Leistungsverhältniss","22 September 2014","","","","","","",
"Darko","Switzerland","Couple","8.3","Very good","21 September 2014","","","","","","",
"Matthias","Germany","Couple","10","Exceptional","18 September 2014","","","","","","",
"Peter","Germany","Couple","7.9","Good","17 September 2014","","","","","","",
"Yana","Russia","Couple","8.8","Fabulous","5 September 2014","","","","","","",
"Kristin","Germany","Couple","7.5","Good","4 September 2014","","","","","","",
"Zuzanna","Poland","Couple","9.2","Superb","3 September 2014","","","","","","",
"Claudia","Italy","Couple","9.5","Exceptional","1 September 2014","","","","","","",
"li_dyvictoria","China","Couple","7.5","Good","30 August 2014","","","","","","",
"Maryse","France","Solo traveller","7.9","Good","26 August 2014","","","","","","",
"Tommaso","Italy","Couple","10","Exceptional","19 August 2014","","","","","","",
"Karin","Sweden","Couple","6.3","Pleasant","17 August 2014","","","","","","",
"Detlef","Germany","Solo traveller","9.2","Superb","10 August 2014","","","","","","",
"Schütz","Germany","Couple","8.3","Very good","9 August 2014","","","","","","",
"Nadia","Argentina","Couple","7.5","Good","8 August 2014","","","","","","",
"franksen","Germany","Group of friends","7.5","Good","5 August 2014","","","","","","",
"Thomas","Germany","Couple","10","Exceptional","4 August 2014","","","","","","",
"Sabine","Germany","Solo traveller","9.2","Superb","3 August 2014","","","","","","",
"Clarissa","Germany","Group of friends","8.3","Very good","2 August 2014","","","","","","",
"Markus","Germany","Couple","7.5","Good","31 July 2014","","","","","","",
"Oliver","Germany","Group of friends","8.3","Very good","30 July 2014","","","","","","",
"Anders","Sweden","Solo traveller","8.8","Fabulous","30 July 2014","","","","","","",
"Pavel","Russia","Solo traveller","8.3","Very good","27 July 2014","","","","","","",
"Christoph","Germany","Solo traveller","7.5","Good","25 July 2014","","","","","","",
"Hilde","Norway","Couple","9.2","Superb","22 July 2014","","","","","","",
"Zora","Czech Republic","Couple","10","Exceptional","20 July 2014","","","","","","",
"Pa_","Italy","Family","9.2","Superb","20 July 2014","","","","","","",
"Dagmar","Czech Republic","Couple","8.3","Very good","19 July 2014","","","","","","",
"Norbert","Germany","Couple","10","Exceptional","19 July 2014","","","","","","",
"franksen","Germany","Group of friends","7.1","Good","17 July 2014","","","","","","",
"Ruth","Germany","Solo traveller","9.2","Superb","16 July 2014","","","","","","",
"Xingjian","Germany","Solo traveller","7.9","Good","15 July 2014","","","","","","",
"Marlena","Germany","Couple","10","Exceptional","13 July 2014","","","","","","",
"Thais","Brazil","Couple","9.2","Superb","7 July 2014","","","","","","",
"Rene","Germany","Couple","6.3","Pleasant","1 July 2014","","","","","","",
"Stepanka","Czech Republic","Solo traveller","9.2","Superb","28 June 2014","","","","","","",
"Sergey_58","Russia","Couple","7.5","Good","25 June 2014","","","","","","",
"Anna","Ukraine","Group of friends","8.3","Very good","19 June 2014","","","","","","",
"Uwe","Germany","Solo traveller","10","Exceptional","19 June 2014","","","","","","",
"Alessia","Italy","Couple","7.9","Good","17 June 2014","","","","","","",
"Julia","Russia","Couple","9.6","Exceptional","12 June 2014","","","","","","",
"Reinhard","Germany","Solo traveller","7.1","Good","9 June 2014","","","","","","",
"Holger","Germany","Solo traveller","7.9","Good","4 June 2014","","","","","","",
"Ronny84","Germany","Solo traveller","6.3","Pleasant","1 June 2014","","","","","","",
"Srdjan","Montenegro","Solo traveller","7.1","Good","31 May 2014","","","","","","",
"Ralph","Germany","Solo traveller","10","Exceptional","29 May 2014","","","","","","",
"Reiner","Germany","Couple","6.7","Pleasant","28 May 2014","","","","","","",
"Serge","France","Solo traveller","8.8","Fabulous","20 May 2014","","","","","","",
"Willi","Germany","Solo traveller","10","Exceptional","18 May 2014","","","","","","",
"Magdalena","Poland","Couple","10","Exceptional","17 May 2014","","","","","","",
"Duc","Germany","Couple","8.3","Very good","16 May 2014","","","","","","",
"Christoph","Germany","Solo traveller","9.6","Exceptional","15 May 2014","","","","","","",
"Christoph","Germany","Family","7.9","Good","14 May 2014","","","","","","",
"Felix","Germany","Couple","9.6","Exceptional","27 April 2014","","","","","","",
"Susanne","Germany","Family","10","Exceptional","25 April 2014","","","","","","",
"Martin","Germany","Couple","8.3","Very good","20 April 2014","","","","","","",
"Dorothee","Germany","Family","7.1","Good","18 April 2014","","","","","","",
"Fotios","Greece","Solo traveller","9.2","Superb","11 April 2014","","","","","","",
"Ivelina","Bulgaria","Family","5.8","Okay","10 April 2014","","","","","","",
"Arina","Ukraine","Solo traveller","10","Exceptional","8 April 2014","","","","","","",
"Stephan","Germany","Couple","9.6","Exceptional","2 April 2014","","","","","","",
"Connie","Denmark","Couple","7.5","Good","25 March 2014","","","","","","",
"Monika","Poland","Couple","8.8","Fabulous","23 March 2014","","","","","","",
"Petra","Germany","Couple","6.7","Pleasant","16 March 2014","","","","","","",
"Robert","Germany","Solo traveller","7.5","Good","10 March 2014","","","","","","",
"Sabine","Germany","Couple","7.9","Good","10 March 2014","","","","","","",
"Matthias","Germany","Solo traveller","9.2","Superb","9 March 2014","","","","","","",
"Margarita","Greece","Group of friends","6.3","Pleasant","8 March 2014","","","","","","",
"Andreas","Germany","Couple","9.2","Superb","4 March 2014","","","","","","",
"Joanna","Poland","Couple","7.9","Good","4 March 2014","","","","","","",
"Ekaterina","Russia","Couple","10","Exceptional","3 March 2014","","","","","","",
"Jochen","Germany","Couple","6.7","Pleasant","23 February 2014","","","","","","",
"Linda","Germany","Couple","8.8","Fabulous","19 February 2014","","","","","","",
"Eva","Germany","Couple","9.2","Superb","18 February 2014","","","","","","",
"Thomas","Germany","Solo traveller","5","Passable","11 February 2014","","","","","","",
"Renata","Lithuania","Solo traveller","5","Passable","10 February 2014","","","","","","",
"Torsten","Germany","Solo traveller","7.1","Good","9 February 2014","","","","","","",
"Antonino","Italy","Group of friends","8.8","Fabulous","31 January 2014","","","","","","",
"Emilia","Finland","Group of friends","5","Passable","29 January 2014","","","","","","",
"Irina","Russia","Solo traveller","9.2","Superb","15 January 2014","","","","","","",
"Fabrizio","Italy","Group of friends","7.9","Good","11 January 2014","","","","","","",
"Cynthia","Netherlands","Couple","9.2","Superb","7 January 2014","","","","","","",
"Henrik","Denmark","Couple","7.9","Good","11 December 2013","","","","","","",
"Matthias","Germany","Solo traveller","9.6","Exceptional","9 December 2013","","","","","","",
"Laura","Germany","Group of friends","9.2","Superb","2 December 2013","","","","","","",
"Semin","South Korea","Couple","5.4","Passable","28 November 2013","","","","","","",
"Florian","Germany","Couple","10","Exceptional","24 November 2013","","","","","","",
"Aleksei","Russia","Solo traveller","7.5","Good","22 November 2013","","","","","","",
"Martyna","Poland","Couple","8.3","Very good","14 November 2013","","","","","","",
"Katarzyna","Poland","Couple","7.9","Good","14 November 2013","","","","","","",
"Madeleine","Switzerland","Solo traveller","8.3","Very good","9 November 2013","","","","","","",
"Thomas","Germany","Couple","9.2","Superb","7 November 2013","","","","","","",
"Alexey","Russia","Couple","9.6","Exceptional","7 November 2013","","","","","","",
"Rotraut","Switzerland","Solo traveller","9.6","Exceptional","5 November 2013","","","","","","",
"Britta","Germany","Solo traveller","7.9","Good","21 October 2013","","","","","","",
"Karin","Germany","Family","8.3","Very good","17 October 2013","","","","","","",
"Davide","Italy","Couple","9.6","Exceptional","1 October 2013","","","","","","",
"Sergey","Russia","Couple","9.2","Superb","25 September 2013","","","","","","",
"Michael","Germany","Solo traveller","7.5","Good","16 September 2013","","","","","","",
"Thomas","Germany","Solo traveller","6.7","Pleasant","10 September 2013","","","","","","",
"Emanuela","Italy","Couple","8.3","Very good","7 September 2013","","","","","","",
"Werner","Germany","Solo traveller","7.9","Good","26 August 2013","","","","","","",
"Sascha","Germany","Couple","7.1","Good","21 August 2013","","","","","","",
"Marco","Germany","Couple","8.8","Fabulous","16 August 2013","","","","","","",
"Raman","Belarus","Couple","9.6","Exceptional","15 August 2013","","","","","","",
"Andrea","Italy","Couple","7.1","Good","14 August 2013","","","","","","",
"Lucio","Italy","Couple","7.9","Good","13 August 2013","","","","","","",
"Anonymous","Germany","Couple","8.8","Super Service","9 October 2014","Rich breakfast; could change our room because it was obviously smoked in the first; Staff very nice and accomodating; Room facilities very comfortable for this price","No separate bathroom, so no privacy; before bed tablets and food residues were found","","Reichhaltiges Frühstück; konnten unser Zimmer wechseln, da in dem ersten offensichtlich geraucht wurde; Personal sehr nett und zuvorkommend; Zimmerausstattung für diesen Preis sehr komfortabel","Kein abgetrenntes Badezimmer, dadurch keine Privatsphäre; vor dem Bett wurden Tabletten und Essensreste gefunden","",
"Anonymous","Germany","Solo traveller","10","Exceptional","6 October 2014","Modern Hotel Room","S Bahnlärm","","Modernes Hotelzimmer","S Bahnlärm","",
"Anonymous","Germany","Couple","6.3","Pleasant","4 October 2014","","Bathroom-toilet situation is gewöhnungsbedurftig","","","Bad-WC Situation ist gewöhnungsbedurftig","",
"Anonymous","Germany","Group of friends","7.9","Good","28 September 2014","Guter Preis.
Nettes staff.
Sauber.","Shower.","","Guter Preis. 
Nettes Personal. 
Sauber.","Dusche.","",
"Anonymous","Germany","Couple","5.8","Okay","23 September 2014","Rooms were ok, close to Ku'damm and S-respectively. Subway","Slatted broken, rooms a bit loud and noisy","","Zimmer waren ok, nahe zum Ku'damm und S-bzw. U-Bahn","Lattenrost kaputt, Zimmer etwas laut und hellhörig","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","22 September 2014","","WiFi works only partially in each room","","","WLan funktioniert nur bedingt in jedem Zimmer","",
"Anonymous","Germany","Couple","8.8","Günstiges Hotel in zentraler Lage","21 September 2014","very good value for money
- Close to the railway station
- Nice staff","Beds were very soft (but since everyone has a different taste)",""," sehr gutes Preis-Leistungs-Verhältnis
- Nähe zur S-Bahn Haltestelle
- nettes Personal"," Betten waren doch sehr weich (aber da hat ja jeder einen anderen Geschmack)","",
"Anonymous","Spain","Solo traveller","5","Hotel para arriesgados","16 September 2014","The breakfast is ok but for the price of 10 €'What buffet could have done more varied.","That first night gave me a room in which a permanent buzz sounded not let you sleep, I think it was a problem of air filtration acondicionado.Es the same complaint from another guest who complained about how mismo.Tiene be intractable problem, which does not prevent them to place the room whenever they can to some despistado.Yo hired 5 nights, to protest the 2nd night they placed me in what haciendo.Para otra.Supongo be followed more signs there are 2 rooms in 1st floor with that problem.
I also had to claim a day because I did the room.The lights go straight and so, perhaps is to justify the name of the hotel in terms of energy saving.
Believe me, it is better to pay a little more and be in a less precario.Lo 3 star hotel awarded me this is a joke.
If a rash goes to this hotel, I hope you get lucky and do not place room with built buzz, because if so, what insomnia is assured.","","El desayuno es aceptable aunque por un precio de 10€ el buffet ´lo podrían haber hecho màs variado.","Que la primera noche me dieran una habitación en la que sonaba un zumbido permanente que no te dejaba dormir,creo que era por un problema de filtrado del aire acondicionado.Es la misma queja de otro huésped que se quejó de lo mismo.Tiene que ser un problema de difícil solución,lo cual no les impide colocar la habitación siempre que pueden a algún despistado.Yo contraté 5 noches,al protestar a la 2ª noche me recolocaron en otra.Supongo que lo seguiràn haciendo.Para màs señas hay 2 habitaciones en el 1º piso con ese problema.
También tuve que reclamar un día porque no me hicieron la habitación.Las luces de la escalera van así asi,quizàs es por justificar el nombre del hotel en cuanto a ahorro de energia.
Creanme,mas vale pagar un poco màs y estar en otro hotel menos precario.Lo de 3 estrellas otorgado a este hotel me parece una broma.
Si algún temerario va a este hotel,espero que tenga suerte y no le coloquen las habitaciones con zumbido incorporado,pues si es así,el insomnio lo tiene asegurado.","",
"Anonymous","Germany","Group of friends","7.5","Good","16 September 2014","","The transparent shower cubicle middle of the room. The broken curtains.","","","Die durchsichtige Duschkabine mitten im Zimmer. Die kaputten Vorhänge.","",
"Anonymous","Germany","Couple","8.8","Fabulous","6 September 2014","Nice staff, good access to the infrastructure, nice quarters, very modern decor in the room, very comfortable.","Our room was right next to a busy railway line frequently (light rail, regional rail, ICE) and you could sleep through the noise not so good with the windows open, with the windows closed it was, however.
Moreover, in our double room the bathroom was more or less built by frosted glass walls in the room, so it was quite noisy and not very private when going to the loo","","Nettes Personal, gute Anbindung an die Infrastruktur, schönes viertel,  sehr moderne Einrichtung im Zimmer, sehr komfortabel.","Unser Zimmer lag direkt neben einer häufig befahrenen Bahn Strecke (s-Bahn, Regionalbahn, ICE) und man konnte durch die Lärmbelastung nicht so gut mit offenen Fenstern schlafen, mit geschlossenen Fenstern ging es jedoch. 
Außerdem war in unserem Doppelzimmer das Bad mehr oder weniger durch Milchglaswände in das Zimmer eingebaut, es war also recht hellhörig und wenig privat beim Gang aufs Klo","",
"Anonymous","Spain","Couple","10","Excelente ubicación","3 September 2014","Very comfortable room. Everything was very good and well located. Central. Restaurants around. Private parking is affordable","Nothing","","Habitación muy cómoda. Hotel muy correcto y bien situado. Céntrico. Restaurantes en los alrededores. Parking privado asequible","Nada","",
"Anonymous","Germany","Group of friends","7.5","Sehr gut gelegenes Hotel mit kleinen Startschwierigkeiten","2 September 2014","Very good location - Almost everything is within walking distance
Beautiful / Modern Rooms","Unfortunately, very close to S-Bahn tracks, that is, certain noise level in the rooms, although somewhat attenuated by the window.
Check-In: We got booked and confirmed a family room (2 double rooms with connecting door). Unfortunately was prepared such that it was unclear whether we can ever stay in the hotel for us only 1 (!) DZ. Fortunately, were rooms available and we were able to stay.","","Sehr gute Lage - Fast alles ist fußläufig zu erreichen
Schöne/Moderne Ausstattung der Zimmer","Leider sehr nah an S-Bahn Gleisen gelegen, d.h. gewisser Geräuschepegel in den Zimmern, wenn auch etwas abgeschwächt durch die Fenster.
Check-In: Wir hatten ein Familienzimmer (2 DZ mit Verbindungstür) gebucht und bestätigt bekommen. Leider wurde für  uns nur 1(!) DZ vorbereitet, sodass zunächst unklar war, ob wir überhaupt in dem Hotel übernachten können. Glücklicher Weise waren noch Zimmer verfügbar und wir konnten bleiben.","",
"Anonymous","Germany","Couple","9.6","Super Preis/Leistung; Super Lage.","31 August 2014","To individual requests regarding. Room was received (bathroom), staff very friendly.","","","Auf individuelle Wünsche bzgl. des Zimmers wurde eingegangen (Badezimmer), Personal sehr freundlich.","","",
"Anonymous","Germany","Couple","8.8","Zu empfehlendes Hotel","30 August 2014","Facilities, breakfast, staff","Volume due to adjacent railway","","Ausstattung, Frühstück, Personal","Lautstärke wegen angrenzende Bahn","",
"Anonymous","Germany","Couple","9.2","Energiehotel - ein lohnendes Ziel in Berlin","27 August 2014","well thought out floor plan, very friendly staff, good location, we will stay there for the next visit to Berlin again","","","gut durchdachte Raumaufteilung, sehr freundliches Personal, gute Lage,wir werden für den nächsten Berlin-Besuch wieder dort buchen","","",
"Anonymous","Germany","Couple","8.8","Fabulous","27 August 2014","Great decor in any room! Good tv and shower room! Location close to local nightlife!","Windows are not soundproof! Every 10 minutes I felt the passing train!","","Ottimo l'arredo in tutta la stanza!ottima tv e doccia in camera!Posizione vicino a locali e movida!","Finestre non insonorizzate!Ogni 10 minuti sentivo il treno che passava!","",
"Anonymous","Germany","Couple","8.3","Very good","27 August 2014","Very friendly staff, good breakfast, good location, good beds.","Railway line directly by the hotel, you have to be very tired to sleep well with the noise can stuck in the elevator of the hotel exterior resembles a dump.","","Sehr freundliches Personal, gutes Frühstücksbuffet, gute Lage, gute Betten.","Bahnstrecke direkt am Hotel;man muss sehr müde sein, um bei dem Lärm gut einschlafen zu können, im Aufzug stecken geblieben, von Außen gleicht das Hotel einer Bruchbude.","",
"Anonymous","Germany","Couple","9.2","Top Preis Leistung | Schnell | Unkompliziert","25 August 2014","Location: Very close to S-Bahn
Price performance: 47 euros (without breakfast) is m. E. Top
Service: Very friendly staff","","","Lage: Ganz in der Nähe S-Bahn
Preis Leistung: 47 Euro (ohne Frühstück) ist m. E. Top
Service: Sehr freundliches Personal","","",
"Anonymous","Germany","Couple","7.1","Good","22 August 2014","Rooms were clean and for the price and the breakfast was good.","Staff in the bar did not know what drinks offering and the cocktails were offered he could not mix well.
At breakfast, some were treated differently.","","Zimmer waren sauber und für den Preis war auch das Frühstück gut.","Personal in der bar wusste nicht welche Getränke die anbieten und die Cocktails die angeboten wurden konnte er auch nicht mixen. 
Beim Frühstück wurden einige unterschiedlich behandelt.","",
"Anonymous","Germany","Couple","7.5","Für einen kurzen Aufenthalt super...","21 August 2014","Friendly staff and cozy little room. We felt at home.","The bathroom is unfortunately separated only with a frosted glass door and integrated in the bedroom, so to speak ... so you have no privacy there and the room is suitable in our opinion, only for a very short stay.","","Freundliches Personal und gemütliches kleines Zimmer. Wir haben uns wohl gefühlt.","Das Badezimmer ist leider nur mit einer Milchglastür abgetrennt und sozusagen in das Schlafzimmer integriert... daher hat man dort keine Privatsphäre und das Zimmer ist unserer Meinung nach nur für einen sehr kurzen Aufenthalt geeignet.","",
